diagnos,grp,code,name,name_english,sdb_amne
M08,1302,M08,Juvenil artrit,Juvenile arthritis,Dödsorsaker
M09,1302,M09,Juvenil artrit vid sjukdomar som klassificeras annorstädes,Juvenile arthritis in diseases classified elsewhere,Dödsorsaker
M10,1302,M10,Gikt,Gout,Dödsorsaker
M11,1302,M11,Andra kristallartropatier,Other crystal arthropathies,Dödsorsaker
M12,1302,M12,Andra specificerade artropatier,Other specific arthropathies,Dödsorsaker
M13,1302,M13,Annan artrit,Other arthritis,Dödsorsaker
M14,1302,M14,Artropatier vid andra sjukdomar som klassificeras annorstädes,Arthropathies in other diseases classified elsewhere,Dödsorsaker
1303,13,M15-M19,Artros,Arthrosis,Dödsorsaker
M15,1303,M15,Polyartros,Polyarthrosis,Dödsorsaker
M16,1303,M16,Höftledsartros,Coxarthrosis [arthrosis of hip],Dödsorsaker
M17,1303,M17,Knäartros,Gonarthrosis [arthrosis of knee],Dödsorsaker
M18,1303,M18,Artros i första karpometakarpalleden,Arthrosis of first carpometacarpal joint,Dödsorsaker
M19,1303,M19,Andra artroser,Other arthrosis,Dödsorsaker
1304,13,M20-M25,Andra ledsjukdomar,Other joint disorders,Dödsorsaker
M20,1304,M20,Förvärvade deformiteter i fingrar eller tår,Acquired deformities of fingers and toes,Dödsorsaker
M21,1304,M21,Andra förvärvade deformiteter av extremiteter,Other acquired deformities of limbs,Dödsorsaker
M22,1304,M22,Sjukdomar i patella,Disorders of patella,Dödsorsaker
M23,1304,M23,Andra sjukliga förändringar i knäled,Internal derangement of knee,Dödsorsaker
M24,1304,M24,Andra specificerade rubbningar i leder,Other specific joint derangements,Dödsorsaker
M25,1304,M25,Andra ledsjukdomar som ej klassificeras annorstädes,"Other joint disorders, not elsewhere classified",Dödsorsaker
1305,13,M30-M36,Inflammatoriska systemsjukdomar,Systemic connective tissue disorders,Dödsorsaker
M30,1305,M30,Polyarteritis nodosa eller besläktade tillstånd,Polyarteritis nodosa and related conditions,Dödsorsaker
M31,1305,M31,Andra nekrotiserande vaskulopatier (kärlsjukdomar),Other necrotizing vasculopathies,Dödsorsaker
M32,1305,M32,Systemisk lupus erythematosus [SLE],Systemic lupus erythematosus,Dödsorsaker
M33,1305,M33,Dermatopolymyosit,Dermatopolymyositis,Dödsorsaker
M34,1305,M34,Systemisk skleros,Systemic sclerosis,Dödsorsaker
M35,1305,M35,Andra inflammatoriska systemsjukdomar,Other systemic involvement of connective tissue,Dödsorsaker
M36,1305,M36,Systemiska sjukdomar med led- eller bindvävsengagemang vilka klassificeras annorstädes,Systemic disorders of connective tissue in diseases classified elsewhere,Dödsorsaker
1306,13,M40-M43,Deformerande ryggsjukdomar,Deforming dorsopathies,Dödsorsaker
M40,1306,M40,Kyfos eller lordos,Kyphosis and lordosis,Dödsorsaker
M41,1306,M41,Skolios,Scoliosis,Dödsorsaker
M42,1306,M42,Osteokondros (degenerativ brosk-bensjukdom) i kotpelaren,Spinal osteochondrosis,Dödsorsaker
M43,1306,M43,Andra deformerande ryggsjukdomar,Other deforming dorsopathies,Dödsorsaker
1307,13,M45-M49,Spondylopatier,Spondylopathies,Dödsorsaker
M45,1307,M45,Pelvospondylit [Bechterews sjukdom],Ankylosing spondylitis,Dödsorsaker
M46,1307,M46,Andra inflammatoriska sjukdomar i ryggraden,Other inflammatory spondylopathies,Dödsorsaker
M47,1307,M47,Spondylos,Spondylosis,Dödsorsaker
M48,1307,M48,Andra spondylopatier,Other spondylopathies,Dödsorsaker
M49,1307,M49,Spondylopatier vid sjukdomar som klassificeras annorstädes,Spondylopathies in diseases classified elsewhere,Dödsorsaker
1308,13,M50-M54,Andra ryggsjukdomar,Other dorsopathies,Dödsorsaker
M50,1308,M50,Sjukdomar i halskotpelarens mellankotskivor,Cervical disc disorders,Dödsorsaker
M51,1308,M51,Andra sjukdomar i mellankotskivorna,Other intervertebral disc disorders,Dödsorsaker
M53,1308,M53,Andra ryggsjukdomar som ej klassificeras annorstädes,"Other dorsopathies, not elsewhere classified",Dödsorsaker
M54,1308,M54,Ryggvärk,Dorsalgia,Dödsorsaker
1309,13,M60-M63,Muskelsjukdomar,Disorders of muscles,Dödsorsaker
M60,1309,M60,Myosit (muskelinflammation),Myositis,Dödsorsaker
M61,1309,M61,Muskelkalcifikation eller muskelossifikation (förkalkning eller förbening i muskel),Calcification and ossification of muscle,Dödsorsaker
M62,1309,M62,Andra muskelsjukdomar,Other disorders of muscle,Dödsorsaker
M63,1309,M63,Muskelsjukdomar vid sjukdomar som klassificeras annorstädes,Disorders of muscle in diseases classified elsewhere,Dödsorsaker
1310,13,M65-M68,Sjukdomar i ledhinnor och senor,Disorders of synovium and tendon,Dödsorsaker
M65,1310,M65,Synovit eller tenosynovit (inflammation i ledhinnor eller senor),Synovitis and tenosynovitis,Dödsorsaker
M66,1310,M66,Spontanruptur av ledhinna eller sena,Spontaneous rupture of synovium and tendon,Dödsorsaker
M67,1310,M67,Andra sjukdomar i ledhinna eller sena,Other disorders of synovium and tendon,Dödsorsaker
M68,1310,M68,Sjukdomstillstånd i ledhinnor eller senor vid sjukdomar som klassificeras annorstädes,Disorders of synovium and tendon in diseases classified elsewhere,Dödsorsaker
1311,13,M70-M79,Andra sjukdomar i mjukvävnader,Other soft tissue disorders,Dödsorsaker
M70,1311,M70,"Sjukdomar i mjukvävnader som har samband med användning, överansträngning eller tryck","Soft tissue disorders related to use, overuse and pressure",Dödsorsaker
M71,1311,M71,Andra sjukdomar i bursor (slemsäckar),Other bursopathies,Dödsorsaker
M72,1311,M72,Fibroplastiska sjukdomar (fibroplasier),Fibroblastic disorders,Dödsorsaker
M73,1311,M73,Förändringar i mjukvävnader vid sjukdomar som klassificeras annorstädes,Soft tissue disorders in diseases classified elsewhere,Dödsorsaker
M75,1311,M75,Sjukdomstillstånd i skulderled,Shoulder lesions,Dödsorsaker
M76,1311,M76,"Entesopatier (sjukdomar i perifera ligament- eller muskelfästen) i nedre extremitet, med undantag för fot","Enthesopathies of lower limb, excluding foot",Dödsorsaker
M77,1311,M77,Andra entesopatier (sjukdomar i perifera ligament- eller muskelfästen),Other enthesopathies,Dödsorsaker
M79,1311,M79,Andra sjukdomstillstånd i mjukvävnader som ej klassificeras annorstädes,"Other soft tissue disorders, not elsewhere classified",Dödsorsaker
1312,13,M80-M85,Rubbningar i bentäthet och benstruktur,Disorders of bone density and structure,Dödsorsaker
M80,1312,M80,Osteoporos med patologiska frakturer,Osteoporosis with pathological fracture,Dödsorsaker
M81,1312,M81,Osteoporos utan patologisk fraktur,Osteoporosis without pathological fracture,Dödsorsaker
M82,1312,M82,Osteoporos vid sjukdomar som klassificeras annorstädes,Osteoporosis in diseases classified elsewhere,Dödsorsaker
M83,1312,M83,Osteomalaci hos vuxen,Adult osteomalacia,Dödsorsaker
M84,1312,M84,Kontinuitetsavbrott i benvävnad,Disorders of continuity of bone,Dödsorsaker
M85,1312,M85,Andra rubbningar i bentäthet eller benstruktur,Other disorders of bone density and structure,Dödsorsaker
1313,13,M86-M90,Andra sjukdomar i benvävnad,Other osteopathies,Dödsorsaker
M86,1313,M86,Osteomyelit (benröta),Osteomyelitis,Dödsorsaker
M87,1313,M87,Osteonekros (benvävnadsdöd),Osteonecrosis,Dödsorsaker
M88,1313,M88,Pagets deformerande bensjukdom,Paget's disease of bone [osteitis deformans],Dödsorsaker
M89,1313,M89,Andra sjukdomstillstånd i benvävnad,Other disorders of bone,Dödsorsaker
M90,1313,M90,Sjukdomstillstånd i benvävnad vid sjukdomar som klassificeras annorstädes,Osteopathies in diseases classified elsewhere,Dödsorsaker
1314,13,M91-M94,Sjukdomar i broskvävnad,Chondropathies,Dödsorsaker
M91,1314,M91,Juvenil osteokondros (ben-broskdegeneration hos unga) i höft eller bäcken,Juvenile osteochondrosis of hip and pelvis,Dödsorsaker
M92,1314,M92,Annan juvenil osteokondros,Other juvenile osteochondrosis,Dödsorsaker
M93,1314,M93,Andra sjukdomar i ben- eller broskvävnad,Other osteochondropathies,Dödsorsaker
M94,1314,M94,Andra brosksjukdomar,Other disorders of cartilage,Dödsorsaker
1315,13,M95-M99,Andra sjukdomar i muskuloskeletala systemet och bindväven,Other disorders of the musculoskeletal system and connective tissue,Dödsorsaker
M95,1315,M95,Andra förvärvade deformiteter i muskuloskeletala systemet eller bindväven,Other acquired deformities of musculoskeletal system and connective tissue,Dödsorsaker
M96,1315,M96,Muskuloskeletala sjukdomar efter kirurgiska eller medicinska ingrepp som ej klassificeras annorstädes,"Postprocedural musculoskeletal disorders, not elsewhere classified",Dödsorsaker
M99,1315,M99,Biomekanisk dysfunktion som ej klassificeras annorstädes,"Biomechanical lesions, not elsewhere classified",Dödsorsaker
14,00,N00-N99,Sjukdomar i urin- och könsorganen,Diseases of the genitourinary system,Dödsorsaker
1401,14,N00-N08,Glomerulussjukdomar,Glomerular diseases,Dödsorsaker
N00,1401,N00,Akut glomerulonefrit,Acute nephritic syndrome,Dödsorsaker
N01,1401,N01,Snabbt progredierande glomerulonefrit,Rapidly progressive nephritic syndrome,Dödsorsaker
N02,1401,N02,Recidiverande eller bestående hematuri,Recurrent and persistent haematuria,Dödsorsaker
N03,1401,N03,Kronisk glomerulonefrit,Chronic nephritic syndrome,Dödsorsaker
N04,1401,N04,Nefrotiskt syndrom,Nephrotic syndrome,Dödsorsaker
N05,1401,N05,Icke specificerad glomerulonefrit,Unspecified nephritic syndrome,Dödsorsaker
N06,1401,N06,Isolerad proteinuri med specificerad morfologisk skada,Isolated proteinuria with specified morphological lesion,Dödsorsaker
N07,1401,N07,Hereditär nefropati som ej klassificeras annorstädes,"Hereditary nephropathy, not elsewhere classified",Dödsorsaker
N08,1401,N08,Glomerulära sjukdomstillstånd vid sjukdomar som klassificeras annorstädes,Glomerular disorders in diseases classified elsewhere,Dödsorsaker
1402,14,N10-N16,Tubulo-interstitiella njursjukdomar,Renal tubulo-interstitial diseases,Dödsorsaker
N10,1402,N10,Akut tubulo-interstitiell nefrit,Acute tubulo-interstitial nephritis,Dödsorsaker
N11,1402,N11,Kronisk tubulo-interstitiell nefrit,Chronic tubulo-interstitial nephritis,Dödsorsaker
N12,1402,N12,"Tubulo-interstitiell nefrit, ej specificerad som akut eller kronisk","Tubulo-interstitial nephritis, not specified as acute or chronic",Dödsorsaker
N13,1402,N13,Avflödeshinder eller reflux i urinvägarna,Obstructive and reflux uropathy,Dödsorsaker
N14,1402,N14,Tubulo-interstitiella eller tubulära njursjukdomar orsakade av läkemedel eller tungmetaller,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,Dödsorsaker
N15,1402,N15,Andra tubulo-interstitiella njursjukdomar,Other renal tubulo-interstitial diseases,Dödsorsaker
N16,1402,N16,Tubulo-interstitiella njursjukdomar vid sjukdomar som klassificeras annorstädes,Renal tubulo-interstitial disorders in diseases classified elsewhere,Dödsorsaker
1403,14,N17-N19,Njursvikt,Renal failure,Dödsorsaker
N17,1403,N17,Akut njursvikt,Acute renal failure,Dödsorsaker
N18,1403,N18,Kronisk njursvikt,Chronic renal failure,Dödsorsaker
N19,1403,N19,"Njursvikt, icke specificerad som akut eller kronisk",Unspecified renal failure,Dödsorsaker
1404,14,N20-N23,Sten i urinvägarna,Urolithiasis,Dödsorsaker
N20,1404,N20,Sten i njure eller uretär (urinledare),Calculus of kidney and ureter,Dödsorsaker
N21,1404,N21,Sten i de nedre urinvägarna,Calculus of lower urinary tract,Dödsorsaker
N22,1404,N22,Sten i urinvägarna vid sjukdomar som klassificeras annorstädes,Calculus of urinary tract in diseases classified elsewhere,Dödsorsaker
N23,1404,N23,Icke specificerad njurkolik,Unspecified renal colic,Dödsorsaker
1405,14,N25-N29,Andra sjukdomar i njure och urinledare,Other disorders of kidney and ureter,Dödsorsaker
N25,1405,N25,Sjukdomar orsakade av nedsatt funktion i njurtubuli,Disorders resulting from impaired renal tubular function,Dödsorsaker
N26,1405,N26,Icke specificerad skrumpnjure,Unspecified contracted kidney,Dödsorsaker
N27,1405,N27,Liten njure av okänd orsak,Small kidney of unknown cause,Dödsorsaker
N28,1405,N28,Andra sjukdomar i njure eller uretär (urinledare) som ej klassificeras annorstädes,"Other disorders of kidney and ureter, not elsewhere classified",Dödsorsaker
N29,1405,N29,Andra sjukdomstillstånd i njure eller uretär (urinledare) vid sjukdomar som klassificeras annorstädes,Other disorders of kidney and ureter in diseases classified elsewhere,Dödsorsaker
1406,14,N30-N39,Andra sjukdomar i urinorganen,Other diseases of urinary system,Dödsorsaker
N30,1406,N30,Cystit (blåskatarr),Cystitis,Dödsorsaker
N31,1406,N31,Neuromuskulär blåsfunktionsrubbning som ej klassificeras annorstädes,"Neuromuscular dysfunction of bladder, not elsewhere classified",Dödsorsaker
N32,1406,N32,Andra sjukdomar i urinblåsan,Other disorders of bladder,Dödsorsaker
N33,1406,N33,Sjukliga tillstånd i urinblåsan vid sjukdomar som klassificeras annorstädes,Bladder disorders in diseases classified elsewhere,Dödsorsaker
N34,1406,N34,Uretrit (inflammation i urinröret) eller uretrasyndrom,Urethritis and urethral syndrome,Dödsorsaker
N35,1406,N35,Uretrastriktur (urinrörsförträngning),Urethral stricture,Dödsorsaker
N36,1406,N36,Andra sjukdomar i uretra (urinröret),Other disorders of urethra,Dödsorsaker
N37,1406,N37,Sjukliga tillstånd i uretra (urinröret) vid sjukdomar som klassificeras annorstädes,Urethral disorders in diseases classified elsewhere,Dödsorsaker
N39,1406,N39,Andra sjukdomar i urinorganen,Other disorders of urinary system,Dödsorsaker
1407,14,N40-N51,Sjukdomar i de manliga könsorganen,Diseases of male genital organs,Dödsorsaker
N40,1407,N40,Prostataförstoring,Hyperplasia of prostate,Dödsorsaker
N41,1407,N41,Inflammatoriska sjukdomar i prostata,Inflammatory diseases of prostate,Dödsorsaker
N42,1407,N42,Andra sjukdomar i prostata,Other disorders of prostate,Dödsorsaker
N43,1407,N43,Hydrocele (vattenbråck) eller spermatocele (spermiecysta),Hydrocele and spermatocele,Dödsorsaker
N44,1407,N44,Torsion av testikel,Torsion of testis,Dödsorsaker
N45,1407,N45,Testikelinflammation eller bitestikelinflammation,Orchitis and epididymitis,Dödsorsaker
N46,1407,N46,Infertilitet hos man,Male infertility,Dödsorsaker
N47,1407,N47,Förhudssjukdomar,"Redundant prepuce, phimosis and paraphimosis",Dödsorsaker
N48,1407,N48,Andra sjukdomar i penis,Other disorders of penis,Dödsorsaker
N49,1407,N49,Inflammatoriska sjukdomar i de manliga könsorganen som ej klassificeras annorstädes,"Inflammatory disorders of male genital organs, not elsewhere classified",Dödsorsaker
N50,1407,N50,Andra sjukdomar i de manliga könsorganen,Other disorders of male genital organs,Dödsorsaker
N51,1407,N51,Sjukliga tillstånd i de manliga könsorganen vid sjukdomar som klassificeras annorstädes,Disorders of male genital organs in diseases classified elsewhere,Dödsorsaker
1408,14,N60-N64,Sjukdomar i bröstkörtel,Disorders of breast,Dödsorsaker
N60,1408,N60,Benign bröstkörteldysplasi,Benign mammary dysplasia,Dödsorsaker
N61,1408,N61,Inflammatoriska sjukdomar i bröstkörtel,Inflammatory disorders of breast,Dödsorsaker
N62,1408,N62,Hypertrofi av bröstkörtel,Hypertrophy of breast,Dödsorsaker
N63,1408,N63,Icke specificerad knuta i bröstkörtel,Unspecified lump in breast,Dödsorsaker
N64,1408,N64,Andra sjukdomar i bröstkörtel,Other disorders of breast,Dödsorsaker
1409,14,N70-N77,Inflammatoriska sjukdomar i de kvinnliga bäckenorganen,Inflammatory diseases of female pelvic organs,Dödsorsaker
N70,1409,N70,Salpingit eller ooforit (inflammation i äggledare eller äggstock),Salpingitis and oophoritis,Dödsorsaker
N71,1409,N71,Inflammatorisk sjukdom i livmodern utom livmoderhalsen,"Inflammatory disease of uterus, except cervix",Dödsorsaker
N72,1409,N72,Inflammatorisk sjukdom i livmoderhalsen,Inflammatory disease of cervix uteri,Dödsorsaker
N73,1409,N73,Andra inflammatoriska sjukdomar i det kvinnliga bäckenet,Other female pelvic inflammatory diseases,Dödsorsaker
N74,1409,N74,Inflammatoriska tillstånd i det kvinnliga bäckenet vid sjukdomar som klassificeras annorstädes,Female pelvic inflammatory disorders in diseases classified elsewhere,Dödsorsaker
N75,1409,N75,Sjukdomar i Bartholins körtel,Diseases of Bartholin's gland,Dödsorsaker
N76,1409,N76,Annan inflammation i vagina eller vulva,Other inflammation of vagina and vulva,Dödsorsaker
N77,1409,N77,Vulvovaginal ulceration eller inflammation vid sjukdomar som klassificeras annorstädes,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,Dödsorsaker
1410,14,N80-N98,Icke inflammatoriska sjukdomar i de kvinnliga könsorganen,Noninflammatory disorders of female genital tract,Dödsorsaker
N80,1410,N80,Endometrios (felbelägen livmoderslemhinna),Endometriosis,Dödsorsaker
N81,1410,N81,Framfall av livmodern eller slidan,Female genital prolapse,Dödsorsaker
N82,1410,N82,Fistlar som engagerar de kvinnliga könsorganen,Fistulae involving female genital tract,Dödsorsaker
N83,1410,N83,"Icke inflammatoriska sjukdomar i äggstockar, äggledare eller breda ligament","Noninflammatory disorders of ovary, fallopian tube and broad ligament",Dödsorsaker
N84,1410,N84,Polyp i de kvinnliga könsorganen,Polyp of female genital tract,Dödsorsaker
N85,1410,N85,"Andra icke inflammatoriska sjukdomar i livmodern, utom livmoderhalsen","Other noninflammatory disorders of uterus, except cervix",Dödsorsaker
N86,1410,N86,Erosion eller ektropi i cervix uteri (livmoderhalsen),Erosion and ectropion of cervix uteri,Dödsorsaker
N87,1410,N87,Dysplasi i cervix uteri (livmoderhalsen),Dysplasia of cervix uteri,Dödsorsaker
N88,1410,N88,Andra icke inflammatoriska sjukdomar i cervix uteri (livmoderhalsen),Other noninflammatory disorders of cervix uteri,Dödsorsaker
N89,1410,N89,Andra icke inflammatoriska sjukdomar i vagina,Other noninflammatory disorders of vagina,Dödsorsaker
N90,1410,N90,Andra icke inflammatoriska sjukdomar i vulva eller perineum (mellangården),Other noninflammatory disorders of vulva and perineum,Dödsorsaker
N91,1410,N91,"Utebliven, sparsam eller gles menstruation","Absent, scanty and rare menstruation",Dödsorsaker
N92,1410,N92,"Riklig, frekvent eller oregelbunden menstruation","Excessive, frequent and irregular menstruation",Dödsorsaker
N93,1410,N93,Annan onormal blödning från livmodern eller slidan,Other abnormal uterine and vaginal bleeding,Dödsorsaker
N94,1410,N94,Smärtor eller andra symtom som har samband med de kvinnliga könsorganen eller menstruationscykeln,Pain and other conditions associated with female genital organs and menstrual cycle,Dödsorsaker
N95,1410,N95,Sjukliga tillstånd i samband med klimakteriet,Menopausal and other perimenopausal disorders,Dödsorsaker
N96,1410,N96,Kvinna med habituella aborter (upprepade missfall),Habitual aborter,Dödsorsaker
N97,1410,N97,Kvinnlig infertilitet (ofruktsamhet),Female infertility,Dödsorsaker
N98,1410,N98,Komplikationer i samband med assisterad befruktning,Complications associated with artificial fertilization,Dödsorsaker
1411,14,N99-N99,Andra sjukliga tillstånd i urin- och könsorganen,Other disorders of the genitourinary system,Dödsorsaker
N99,1411,N99,Sjukliga tillstånd efter kirurgiska eller medicinska ingrepp i urin- eller könsorganen som ej klassificeras annorstädes,"Postprocedural disorders of genitourinary system, not elsewhere classified",Dödsorsaker
15,00,O00-O99,"Graviditet, förlossning och barnsängstid","Pregnancy, childbirth and the puerperium",Dödsorsaker
1501,15,O00-O08,Graviditet som avslutas med abort,Pregnancy with abortive outcome,Dödsorsaker
O00,1501,O00,Utomkvedshavandeskap,Ectopic pregnancy,Dödsorsaker
O01,1501,O01,Druvbörd,Hydatidiform mole,Dödsorsaker
O02,1501,O02,Annat onormalt utfall av befruktningen,Other abnormal products of conception,Dödsorsaker
O03,1501,O03,Spontanabort,Spontaneous abortion,Dödsorsaker
O04,1501,O04,Legal abort,Medical abortion,Dödsorsaker
O05,1501,O05,Annan abort,Other abortion,Dödsorsaker
O06,1501,O06,Icke specificerad abort,Unspecified abortion,Dödsorsaker
O07,1501,O07,Misslyckat försök till abort,Failed attempted abortion,Dödsorsaker
O08,1501,O08,"Komplikationer efter abort, utomkvedshavandeskap eller druvbörd",Complications following abortion and ectopic and molar pregnancy,Dödsorsaker
1502,15,O10-O16,"Ödem, proteinuri (äggvita i urinen) och hypertoni under graviditet, förlossning och barnsängstid","Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",Dödsorsaker
O10,1502,O10,"Tidigare konstaterad hypertoni som komplikation under graviditet, förlossning eller barnsängstid","Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",Dödsorsaker
O11,1502,O11,Tidigare konstaterad hypertoni med under graviditeten tillstötande proteinuri,Pre-existing hypertensive disorder with superimposed proteinuria,Dödsorsaker
O12,1502,O12,Graviditetsödem eller proteinuri utan hypertoni,Gestational [pregnancy-induced] oedema and proteinuria without hypertension,Dödsorsaker
O13,1502,O13,Graviditetshypertoni utan proteinuri av betydelse,Gestational [pregnancy-induced] hypertension without significant proteinuria,Dödsorsaker
O14,1502,O14,Graviditetshypertoni med proteinuri av betydelse,Gestational [pregnancy-induced] hypertension with significant proteinuria,Dödsorsaker
O15,1502,O15,Graviditetskramper,Eclampsia,Dödsorsaker
O16,1502,O16,Icke specificerad hypertoni hos modern,Unspecified maternal hypertension,Dödsorsaker
1503,15,O20-O29,Andra sjukdomar hos den blivande modern i huvudsak sammanhängande med graviditeten,Other maternal disorders predominantly related to pregnancy,Dödsorsaker
O20,1503,O20,Blödning i tidig graviditet,Haemorrhage in early pregnancy,Dödsorsaker
O21,1503,O21,Ihållande kräkningar under graviditeten,Excessive vomiting in pregnancy,Dödsorsaker
O22,1503,O22,Venösa komplikationer under graviditeten,Venous complications in pregnancy,Dödsorsaker
O23,1503,O23,Infektioner i urin- eller könsorganen under graviditeten,Infections of genitourinary tract in pregnancy,Dödsorsaker
O24,1503,O24,Diabetes under graviditeten,Diabetes mellitus in pregnancy,Dödsorsaker
O25,1503,O25,Undernäring under graviditeten,Malnutrition in pregnancy,Dödsorsaker
O26,1503,O26,Vård av modern för andra tillstånd i huvudsak sammanhängande med graviditeten,Maternal care for other conditions predominantly related to pregnancy,Dödsorsaker
O28,1503,O28,Onormala fynd vid undersökning av den blivande modern,Abnormal findings on antenatal screening of mother,Dödsorsaker
O29,1503,O29,Komplikationer vid anestesi under graviditet,Complications of anaesthesia during pregnancy,Dödsorsaker
1504,15,O30-O48,Vård under graviditet på grund av problem relaterade till fostret och amnionhålan samt befarade förlossningsproblem,Maternal care related to the fetus and amniotic cavity and possible delivery problems,Dödsorsaker
O30,1504,O30,Flerbördsgraviditet,Multiple gestation,Dödsorsaker
O31,1504,O31,Komplikationer specifika för flerbördsgraviditet,Complications specific to multiple gestation,Dödsorsaker
O32,1504,O32,Vård av blivande moder på grund av känt eller misstänkt onormalt fosterläge,Maternal care for known or suspected malpresentation of fetus,Dödsorsaker
O33,1504,O33,Vård av blivande moder på grund av känt eller misstänkt missförhållande mellan bäcken- och fosterstorlek,Maternal care for known or suspected disproportion,Dödsorsaker
O34,1504,O34,Vård av blivande moder på grund av känd eller misstänkt abnormitet i bäckenorganen,Maternal care for known or suspected abnormality of pelvic organs,Dödsorsaker
O35,1504,O35,Vård av blivande moder på grund av känd eller misstänkt abnormitet eller skada hos fostret,Maternal care for known or suspected fetal abnormality and damage,Dödsorsaker
O36,1504,O36,Vård av blivande moder på grund av andra kända eller misstänkta problem hos fostret,Maternal care for other known or suspected fetal problems,Dödsorsaker
O40,1504,O40,Onormalt stor mängd fostervatten,Polyhydramnios,Dödsorsaker
O41,1504,O41,Andra problem hänförbara till fostervattnet eller hinnorna,Other disorders of amniotic fluid and membranes,Dödsorsaker
O42,1504,O42,För tidig hinnbristning,Premature rupture of membranes,Dödsorsaker
O43,1504,O43,Onormala tillstånd i moderkakan,Placental disorders,Dödsorsaker
O44,1504,O44,Föreliggande moderkaka,Placenta praevia,Dödsorsaker
O45,1504,O45,För tidig avlossning av moderkakan,Premature separation of placenta [abruptio placentae],Dödsorsaker
O46,1504,O46,Blödning före förlossningen som ej klassificeras annorstädes,"Antepartum haemorrhage, not elsewhere classified",Dödsorsaker
O47,1504,O47,Förvärkar eller hotande förtidsbörd,False labour,Dödsorsaker
O48,1504,O48,Överburenhet,Prolonged pregnancy,Dödsorsaker
1505,15,O60-O75,Komplikationer vid värkarbete och förlossning,Complications of labour and delivery,Dödsorsaker
O60,1505,O60,Prematurbörd,Preterm delivery,Dödsorsaker
O61,1505,O61,Försök till igångsättande av förlossningsarbetet,Failed induction of labour,Dödsorsaker
O62,1505,O62,Värkrubbningar,Abnormalities of forces of labour,Dödsorsaker
O63,1505,O63,Utdragen förlossning,Long labour,Dödsorsaker
O64,1505,O64,Förlossningshinder orsakat av onormalt fosterläge eller felaktig fosterbjudning,Obstructed labour due to malposition and malpresentation of fetus,Dödsorsaker
O65,1505,O65,Förlossningshinder orsakat av abnormitet i moderns bäcken,Obstructed labour due to maternal pelvic abnormality,Dödsorsaker
O66,1505,O66,Annat förlossningshinder,Other obstructed labour,Dödsorsaker
O67,1505,O67,"Värkarbete eller förlossning komplicerade av blödning under förlossningsarbetet, som ej klassificeras annorstädes","Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",Dödsorsaker
O68,1505,O68,Värkarbete eller förlossning komplicerade av fetal distress (syrebrist hos fostret),Labour and delivery complicated by fetal stress [distress],Dödsorsaker
O69,1505,O69,Värkarbete eller förlossning med navelsträngskomplikationer,Labour and delivery complicated by umbilical cord complications,Dödsorsaker
O70,1505,O70,Skador i bäckenbotten under förlossningen,Perineal laceration during delivery,Dödsorsaker
O71,1505,O71,Andra förlossningsskador på modern,Other obstetric trauma,Dödsorsaker
O72,1505,O72,Blödning i efterbördsskedet,Postpartum haemorrhage,Dödsorsaker
O73,1505,O73,Kvarhållen moderkaka eller kvarhållna hinnor utan blödning,"Retained placenta and membranes, without haemorrhage",Dödsorsaker
O74,1505,O74,Komplikationer vid anestesi under värkarbete eller förlossning,Complications of anaesthesia during labour and delivery,Dödsorsaker
O75,1505,O75,Andra komplikationer till värkarbete eller förlossning som ej klassificeras annorstädes,"Other complications of labour and delivery, not elsewhere classified",Dödsorsaker
1506,15,O80-O84,Förlossning,Delivery,Dödsorsaker
O80,1506,O80,Spontanförlossning vid enkelbörd,Single spontaneous delivery,Dödsorsaker
O81,1506,O81,Enkelbördsförlossning med tång eller sugklocka,Single delivery by forceps and vacuum extractor,Dödsorsaker
O82,1506,O82,"Kejsarsnittsförlossning, enkelbörd",Single delivery by caesarean section,Dödsorsaker
O83,1506,O83,Annan enkelbördsförlossning med förlossningshjälp,Other assisted single delivery,Dödsorsaker
O84,1506,O84,Förlossning vid flerbörd,Multiple delivery,Dödsorsaker
1507,15,O85-O92,Komplikationer huvudsakligen sammanhängande med barnsängstiden,Complications predominantly related to the puerperium,Dödsorsaker
O85,1507,O85,Barnsängsfeber,Puerperal sepsis,Dödsorsaker
O86,1507,O86,Andra infektioner under barnsängstiden,Other puerperal infections,Dödsorsaker
O87,1507,O87,Venösa komplikationer under barnsängstiden,Venous complications in the puerperium,Dödsorsaker
O88,1507,O88,Obstetrisk emboli,Obstetric embolism,Dödsorsaker
O89,1507,O89,Komplikationer vid anestesi under barnsängstiden,Complications of anaesthesia during the puerperium,Dödsorsaker
O90,1507,O90,Komplikationer under barnsängstiden som ej klassificeras annorstädes,"Complications of the puerperium, not elsewhere classified",Dödsorsaker
O91,1507,O91,Infektioner i bröstkörtel eller bröstvårta i samband med barnsbörd,Infections of breast associated with childbirth,Dödsorsaker
O92,1507,O92,Andra bröstkörtelsjukdomar eller rubbningar i laktationen i samband med barnsbörd,Other disorders of breast and lactation associated with childbirth,Dödsorsaker
