drg,name,sdb_amne,sdb_titel
H45E,"Diagnostisk artroskopi, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H45O,"Diagnostisk artroskopi, öppenvård",DRG i sluten vård,DRG_2012_och_senare
H49C,"Andra operationer på muskler, ben & bindväv, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H49E,"Andra operationer på muskler, ben & bindväv, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H49O,"Andra operationer på muskler, ben & bindväv",DRG i sluten vård,DRG_2012_och_senare
H50N,Lårbensfrakturer,DRG i sluten vård,DRG_2012_och_senare
H51A,"Höft- och bäckenfrakturer, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
H51C,"Höft- och bäckenfrakturer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H51E,"Höft- och bäckenfrakturer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H52C,"Höftledsluxation och distortion av höft, bäcken eller lår, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H52E,"Höftledsluxation och distortion av höft, bäcken eller lår, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H53A,"Osteomyelit, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
H53C,"Osteomyelit, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H53E,"Osteomyelit, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H54A,"Maligna tumörer i muskel, bindväv och skelett samt patologiska frakturer, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
H54C,"Maligna tumörer i muskel, bindväv och skelett samt patologiska frakturer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H54E,"Maligna tumörer i muskel, bindväv och skelett samt patologiska frakturer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H55C,"Bindvävssjukdomar och vaskuliter, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H55E,"Bindvävssjukdomar och vaskuliter, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H56A,"Infektiösa artriter och bursiter, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
H56C,"Infektiösa artriter och bursiter, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H56E,"Infektiösa artriter och bursiter, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H57A,"Specifika inflammatoriska artropatier, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
H57C,"Specifika inflammatoriska artropatier, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H57E,"Specifika inflammatoriska artropatier, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H58C,"Andra artriter, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H58E,"Andra artriter, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H59C,"Artroser, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H59E,"Artroser, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H60A,"Medicinska ryggsjukdomar, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
H60C,"Medicinska ryggsjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H60E,"Medicinska ryggsjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H61C,"Andra bensjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H61E,"Andra bensjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H62N,"Symtom från muskulatur, ben och bindväv",DRG i sluten vård,DRG_2012_och_senare
H63C,"Bursit, tendinit och myosit, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H63E,"Bursit, tendinit och myosit, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H64C,"Eftervård vid sjukdomar i muskler, ben & bindväv, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H64E,"Eftervård vid sjukdomar i muskler, ben & bindväv, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H65C,"Fraktur, stukning el luxation i underarm, hand el fot, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H65E,"Fraktur, stukning el luxation i underarm, hand el fot, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H66C,"Fraktur, stukning el luxation i överarm eller underben exkl fot, >17 år, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H66E,"Fraktur, stukning el luxation i överarm eller underben exkl fot, >17 år, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H67C,"Fraktur, stukning el luxation i överarm eller underben exkl fot, 0-17 år, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H67E,"Fraktur, stukning el luxation i överarm eller underben exkl fot, 0-17 år, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H69C,"Andra sjukdomar i muskler, ben & bindväv, komplicerat",DRG i sluten vård,DRG_2012_och_senare
H69E,"Andra sjukdomar i muskler, ben & bindväv, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
H75O,"Sluten ledoperation eller frakturreposition, öppenvård",DRG i sluten vård,DRG_2012_och_senare
H76O,"Externt sträck, öppenvård",DRG i sluten vård,DRG_2012_och_senare
H77O,"Ledpunktion av djupare leder eller ledspolning, besök",DRG i sluten vård,DRG_2012_och_senare
H78O,"Punktionsbiopsi rörelseapparatens mjukdelar, besök",DRG i sluten vård,DRG_2012_och_senare
H79O,"Mjukdelsincisioner, mindre resurskrävande, öppenvård",DRG i sluten vård,DRG_2012_och_senare
H80O,"Läkemedelstillförsel intraartikulärt, besök",DRG i sluten vård,DRG_2012_och_senare
H81O,"Ortopedisk bandagering med cirkulärgips, besök",DRG i sluten vård,DRG_2012_och_senare
H82O,"Extraktion av externt fixationsmaterial, öppenvård",DRG i sluten vård,DRG_2012_och_senare
H83O,"Ortopedisk bandagering med gipsskena, besök",DRG i sluten vård,DRG_2012_och_senare
H84O,"Implantation av skelettmarkör, öppenvård",DRG i sluten vård,DRG_2012_och_senare
H85O,"Ledpunktion, övriga leder, besök",DRG i sluten vård,DRG_2012_och_senare
H86O,"Ortos för större leder, besök",DRG i sluten vård,DRG_2012_och_senare
H87O,"Ortopedisk bandagering, ej gips, besök",DRG i sluten vård,DRG_2012_och_senare
H88O,"Ortos för övriga leder, besök",DRG i sluten vård,DRG_2012_och_senare
H99O,"Övriga läkarbesök vid sjukdomar i muskler, skelett och bindväv",DRG i sluten vård,DRG_2012_och_senare
H99X,"Läkarbesök i team vid sjukdomar i muskler, skelett och bindväv",DRG i sluten vård,DRG_2012_och_senare
H99Z,"Läkarvård per tel vid sjukdomar i muskler, skelett och bindväv",DRG i sluten vård,DRG_2012_och_senare
J01C,"Hudtranspl & revision för hudulcus el cellulit, komplicerat",DRG i sluten vård,DRG_2012_och_senare
J01E,"Hudtranspl & revision för hudulcus el cellulit, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
J03C,"Hudtranspl & revision utom för hudulcus el cellulit, komplicerat",DRG i sluten vård,DRG_2012_och_senare
J03E,"Hudtranspl & revision utom för hudulcus el cellulit, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
J04O,"Hudtranspl & revision, öppenvård",DRG i sluten vård,DRG_2012_och_senare
J10N,Perianala & pilonidala operationer,DRG i sluten vård,DRG_2012_och_senare
J10O,"Perianala & pilonidala operationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
J20C,"Plastikkirurgiska operationer i hud och underhud, komplicerat",DRG i sluten vård,DRG_2012_och_senare
J20E,"Plastikkirurgiska operationer i hud och underhud, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
J20O,"Plastikkirurgiska operationer i hud och underhud, öppenvård",DRG i sluten vård,DRG_2012_och_senare
J39A,"Andra operationer i hud och underhud, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
J39C,"Andra operationer i hud och underhud, komplicerat",DRG i sluten vård,DRG_2012_och_senare
J39E,"Andra operationer i hud och underhud, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
J39O,"Andra operationer i hud och underhud, öppenvård",DRG i sluten vård,DRG_2012_och_senare
J40C,"Kroniska hudsår, komplicerat",DRG i sluten vård,DRG_2012_och_senare
J40E,"Kroniska hudsår, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
J45A,"Svåra hudsjukdomar inkl malignt melanom, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
J45C,"Svåra hudsjukdomar inkl malignt melanom, komplicerat",DRG i sluten vård,DRG_2012_och_senare
J45E,"Svåra hudsjukdomar inkl malignt melanom, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
J50A,"Inflammation i hud & underhud, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
J50C,"Inflammation i hud & underhud, komplicerat",DRG i sluten vård,DRG_2012_och_senare
J50E,"Inflammation i hud & underhud, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
J55A,"Trauma utan djupare skador, >17 år, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
J55C,"Trauma utan djupare skador, >17 år, komplicerat",DRG i sluten vård,DRG_2012_och_senare
J55E,"Trauma utan djupare skador, >17 år, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
J56N,"Trauma utan djupare skador, 0-17 år",DRG i sluten vård,DRG_2012_och_senare
J60A,"Lättare hudsjukdomar, hudtumörer inkl skivepitelcancer, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
J60C,"Lättare hudsjukdomar, hudtumörer inkl skivepitelcancer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
J60E,"Lättare hudsjukdomar, hudtumörer inkl skivepitelcancer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
J75O,"Diagnostik och behandling med ljus, resurskrävande, besök",DRG i sluten vård,DRG_2012_och_senare
J76O,"Hudingrepp, större utom excision/biopsi, öppenvård",DRG i sluten vård,DRG_2012_och_senare
J77O,"Hudexcisioner i huvud-halsregionen & andra större, öppenvård",DRG i sluten vård,DRG_2012_och_senare
J78O,"Övriga hudexcisioner och biopsier, öppenvård",DRG i sluten vård,DRG_2012_och_senare
J79O,"Hudingrepp, övriga, öppenvård",DRG i sluten vård,DRG_2012_och_senare
J80O,"Medicinsk badbehandling och smörjning, besök",DRG i sluten vård,DRG_2012_och_senare
J81O,"Hudsår, omläggning eller annan behandling, besök",DRG i sluten vård,DRG_2012_och_senare
J99O,Övriga läkarbesök vid sjukdomar i hud och underhud,DRG i sluten vård,DRG_2012_och_senare
J99X,Läkarbesök i team vid sjukdomar i hud och underhud,DRG i sluten vård,DRG_2012_och_senare
J99Z,Läkarvård per tel vid sjukdomar i hud och underhud,DRG i sluten vård,DRG_2012_och_senare
K01N,Mastektomi med rekonstruktion eller annan plastik,DRG i sluten vård,DRG_2012_och_senare
K02N,Total mastektomi för malign tumör,DRG i sluten vård,DRG_2012_och_senare
K02O,"Total mastektomi för malign tumör, öppenvård",DRG i sluten vård,DRG_2012_och_senare
K03C,"Rekonstruktion eller annan plastik av bröst, komplicerat",DRG i sluten vård,DRG_2012_och_senare
K03E,"Rekonstruktion eller annan plastik av bröst, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
K03O,"Rekonstruktion eller annan plastik av bröst, öppenvård",DRG i sluten vård,DRG_2012_och_senare
K04N,Subtotal mastektomi för malign tumör,DRG i sluten vård,DRG_2012_och_senare
K04O,"Subtotal mastektomi för malign tumör, öppenvård",DRG i sluten vård,DRG_2012_och_senare
K10N,Bröstoperationer för benignt tillstånd utom biopsi & lokal excision,DRG i sluten vård,DRG_2012_och_senare
K10O,"Bröstoperationer för benignt tillstånd utom biopsi & lokal excision, öppenvård",DRG i sluten vård,DRG_2012_och_senare
K11N,Bröstbiopsi & lokal excision för benignt tillstånd,DRG i sluten vård,DRG_2012_och_senare
K11O,"Bröstbiopsi & lokal excision för benignt tillstånd, öppenvård",DRG i sluten vård,DRG_2012_och_senare
K19N,Andra operationer vid bröstkörtelsjukdom,DRG i sluten vård,DRG_2012_och_senare
K19O,"Andra operationer vid bröstkörtelsjukdom, öppenvård",DRG i sluten vård,DRG_2012_och_senare
K20C,"Maligna bröstsjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
K20E,"Maligna bröstsjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
K30N,Benigna bröstsjukdomar,DRG i sluten vård,DRG_2012_och_senare
K75O,"Incision/punktion bröst, besök",DRG i sluten vård,DRG_2012_och_senare
K99O,Övriga läkarbesök vid bröstkörtelsjukdomar,DRG i sluten vård,DRG_2012_och_senare
K99X,Läkarbesök i team vid bröstkörtelsjukdomar,DRG i sluten vård,DRG_2012_och_senare
K99Z,Läkarvård per tel vid bröstkörtelsjukdomar,DRG i sluten vård,DRG_2012_och_senare
L01C,"Amputation av nedre extrem för endokrina, nutritiva & metabola sjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
L01E,"Amputation av nedre extrem för endokrina, nutritiva & metabola sjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
L01O,"Amputation av nedre extrem för endokrina, nutritiva & metabola sjukdomar, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L05N,Hypofys- och binjureoperationer,DRG i sluten vård,DRG_2012_och_senare
L05O,"Hypofys- och binjureoperationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L08A,"Mag-tarmoperationer mot fetma, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
L08C,"Mag-tarmoperationer mot fetma, komplicerat",DRG i sluten vård,DRG_2012_och_senare
L08E,"Mag-tarmoperationer mot fetma, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
L08O,"Mag-tarmoperationer mot fetma, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L10N,Andra fetmaoperationer,DRG i sluten vård,DRG_2012_och_senare
L10O,"Andra fetmaoperationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L20C,"Bisköldkörteloperationer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
L20E,"Bisköldkörteloperationer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
L20O,"Bisköldkörteloperationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L25C,"Sköldkörteloperationer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
L25E,"Sköldkörteloperationer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
L25O,"Sköldkörteloperationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L26N,Thyroglossusoperationer,DRG i sluten vård,DRG_2012_och_senare
L26O,"Thyroglossusoperationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L39C,"Andra operationer för endokrin, nutrit & metab sjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
L39E,"Andra operationer för endokrin, nutrit & metab sjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
L39O,"Andra operationer för endokrin, nutrit & metab sjukdomar, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L40A,"Diabetes, >35 år, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
L40C,"Diabetes, >35 år, komplicerat",DRG i sluten vård,DRG_2012_och_senare
L40E,"Diabetes, >35 år, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
L45N,"Diabetes, 0-35 år",DRG i sluten vård,DRG_2012_och_senare
L50A,"Nutritionssjukdomar och diverse metabola sjukdomar, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
L50C,"Nutritionssjukdomar och diverse metabola sjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
L50E,"Nutritionssjukdomar och diverse metabola sjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
L55N,Medfödda ämnesomsättningsrubbingar,DRG i sluten vård,DRG_2012_och_senare
L60A,"Endokrina sjukdomar, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
L60C,"Endokrina sjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
L60E,"Endokrina sjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
L75O,"Fettsugning, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L76O,"Hormonprofiler, besök",DRG i sluten vård,DRG_2012_och_senare
L77O,"Punktion av endokrina organ, besök",DRG i sluten vård,DRG_2012_och_senare
L78O,"Metabola undersökningar, besök",DRG i sluten vård,DRG_2012_och_senare
L79O,"Endokrintest, resurskrävande, öppenvård",DRG i sluten vård,DRG_2012_och_senare
L80O,"Endokrintest, övriga, besök",DRG i sluten vård,DRG_2012_och_senare
L81O,"Nutritionsåtgärder, besök",DRG i sluten vård,DRG_2012_och_senare
L99O,Övriga läkarbesök vid endokrina och metabola sjukdomar,DRG i sluten vård,DRG_2012_och_senare
L99X,Läkarbesök i team vid endokrina och metabola sjukdomar,DRG i sluten vård,DRG_2012_och_senare
L99Z,Läkarvård per tel vid endokrina och metabola sjukdomar,DRG i sluten vård,DRG_2012_och_senare
M01C,"Njurtransplantation, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M01E,"Njurtransplantation, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M01O,"Njurtransplantation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M05A,"Njur-, urinledar- & större blåsoperation för maligna tumörer, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
M05C,"Njur-, urinledar- & större blåsoperation för maligna tumörer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M05E,"Njur-, urinledar- & större blåsoperation för maligna tumörer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M06C,"Njur-, urinledar- & större blåsoperation för benign sjukdom, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M06E,"Njur-, urinledar- & större blåsoperation för benign sjukdom, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M07O,"Njur-, urinledar- & större blåsoperation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M08N,Insättning/revision/uttag av artificiell uretrasfinkter,DRG i sluten vård,DRG_2012_och_senare
M10C,"Mindre urinblåsoperationer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M10E,"Mindre urinblåsoperationer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M10O,"Mindre urinblåsoperationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M15C,"Transuretrala operationer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M15E,"Transuretrala operationer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M15O,"Transuretrala operationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M20N,Uretrala operationer,DRG i sluten vård,DRG_2012_och_senare
M20O,"Uretrala operationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M29A,"Andra njur & urinvägsoperationer, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
M29C,"Andra njur & urinvägsoperationer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M29E,"Andra njur & urinvägsoperationer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M29O,"Andra njur & urinvägsoperationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M31A,"Njursvikt, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
M31C,"Njursvikt, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M31E,"Njursvikt, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M32N,Dialysbehandling,DRG i sluten vård,DRG_2012_och_senare
M32P,"Dialysbehandling, öppenvård, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M32Q,"Dialysbehandling, öppenvård, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M35A,"Njur- och urinvägstumörer, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
M35C,"Njur- och urinvägstumörer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M35E,"Njur- och urinvägstumörer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M40A,"Njur- och urinvägsinfektioner, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
M40C,"Njur- och urinvägsinfektioner, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M40E,"Njur- och urinvägsinfektioner, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M45C,"Litotripsi och/eller urinvägssten, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M45E,"Urinvägssten, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M46O,"Litotripsi, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M50C,"Symtom från njurar och urinvägar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M50E,"Symtom från njurar och urinvägar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M55N,Uretrastriktur,DRG i sluten vård,DRG_2012_och_senare
M68A,"Andra njur- och  urinvägssjukdomar, >17 år, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
M68C,"Andra njur- och  urinvägssjukdomar, >17 år, komplicerat",DRG i sluten vård,DRG_2012_och_senare
M68E,"Andra njur- och  urinvägssjukdomar, >17 år, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
M69N,"Andra njur- och urinvägssjukdomar, 0-17 år",DRG i sluten vård,DRG_2012_och_senare
M70O,"Terapeutisk endoskopi av urinvägar, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M71O,"Endoskopi av övre urinvägar, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M72O,"Endoskopi av nedre urinvägar, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M75O,"Punktion av njure och retroperitoneum, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M76O,"Funktionsundersökningar av njurar och urinvägar, besök",DRG i sluten vård,DRG_2012_och_senare
M77O,"Urogenitala åtgärder, resurskrävande, öppenvård",DRG i sluten vård,DRG_2012_och_senare
M78O,"Urogenitala åtgärder, övriga, besök",DRG i sluten vård,DRG_2012_och_senare
M99O,Övriga läkarbesök vid sjukdomar i njure och urinvägar,DRG i sluten vård,DRG_2012_och_senare
M99X,Läkarbesök i team vid sjukdomar i njure och urinvägar,DRG i sluten vård,DRG_2012_och_senare
M99Z,Läkarvård per tel vid sjukdomar i njure och urinvägar,DRG i sluten vård,DRG_2012_och_senare
N01N,Stor bäckenoperation på man,DRG i sluten vård,DRG_2012_och_senare
N01O,"Stor bäckenoperation på man, öppenvård",DRG i sluten vård,DRG_2012_och_senare
N05N,Transuretral prostatektomi,DRG i sluten vård,DRG_2012_och_senare
N05O,"Transuretral prostatektomi, öppenvård",DRG i sluten vård,DRG_2012_och_senare
N10C,"Testikeloperationer för malign tumör, komplicerat",DRG i sluten vård,DRG_2012_och_senare
N10E,"Testikeloperationer för malign tumör, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
N11C,"Testikeloperationer för benigna sjukdomar, komplicerat",DRG i sluten vård,DRG_2012_och_senare
N11E,"Testikeloperationer för benigna sjukdomar, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
N12O,"Testikeloperationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
N15N,Penisoperationer,DRG i sluten vård,DRG_2012_och_senare
N15O,"Penisoperationer, öppenvård",DRG i sluten vård,DRG_2012_och_senare
N20N,"Omskärelse, 0-17 år",DRG i sluten vård,DRG_2012_och_senare
N20O,"Omskärelse, öppenvård",DRG i sluten vård,DRG_2012_och_senare
N21N,"Sterilisering, manlig",DRG i sluten vård,DRG_2012_och_senare
N21O,"Sterilisering, manlig, öppenvård",DRG i sluten vård,DRG_2012_och_senare
N30C,"Andra operationer på manliga genitalia för maligna tumörer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
N30E,"Andra operationer på manliga genitalia för maligna tumörer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
N31N,Andra operationer på manliga genitalia vid benign sjukdom,DRG i sluten vård,DRG_2012_och_senare
N32O,"Andra operationer på manliga genitalia, öppenvård",DRG i sluten vård,DRG_2012_och_senare
N40C,"Maligna tumörer i manliga genitalia, komplicerat",DRG i sluten vård,DRG_2012_och_senare
N40E,"Maligna tumörer i manliga genitalia, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
N45N,Benign prostatahypertrofi,DRG i sluten vård,DRG_2012_och_senare
N50C,"Inflammation i manliga genitalia, komplicerat",DRG i sluten vård,DRG_2012_och_senare
N50E,"Inflammation i manliga genitalia, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
N59N,Andra sjukdomar i manliga genitalia,DRG i sluten vård,DRG_2012_och_senare
N75O,"Manliga genitalia, biopsi, besök",DRG i sluten vård,DRG_2012_och_senare
N99O,Övriga läkarbesök vid sjukdomar i manliga könsorgan,DRG i sluten vård,DRG_2012_och_senare
N99X,Läkarbesök i team vid sjukdomar i manliga könsorgan,DRG i sluten vård,DRG_2012_och_senare
N99Z,Läkarvård per tel vid sjukdomar i manliga könsorgan,DRG i sluten vård,DRG_2012_och_senare
O01N,"Radikal hysterektomi, vulvektomi och bäckenutrymning",DRG i sluten vård,DRG_2012_och_senare
O01O,"Radikal hysterektomi, vulvektomi och bäckenutrymning, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O02A,"Operationer på uterus och adnex för malignitet utanför ovarier/adnex, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
O02C,"Operationer på uterus och adnex för malignitet utanför ovarier/adnex, komplicerat",DRG i sluten vård,DRG_2012_och_senare
O02E,"Operationer på uterus och adnex för malignitet utanför ovarier/adnex, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
O02O,"Operationer på uterus och adnex för malignitet utanför ovarier/adnex, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O05N,Rekonstruktiva operationer på kvinnliga genitalia,DRG i sluten vård,DRG_2012_och_senare
O05O,"Rekonstruktiva operationer på kvinnliga genitalia, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O10A,"Operationer på uterus och adenex för malignitet i ovarier/adnex, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
O10C,"Operationer på uterus och adenex för malignitet i ovarier/adnex, komplicerat",DRG i sluten vård,DRG_2012_och_senare
O10E,"Operationer på uterus och adenex för malignitet i ovarier/adnex, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
O10O,"Operationer på uterus och adenex för malignitet i ovarier/adnex, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O15C,"Operationer på uterus och adenex för benign sjukdom, komplicerat",DRG i sluten vård,DRG_2012_och_senare
O15E,"Operationer på uterus och adenex för benign sjukdom, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
O15O,"Operationer på uterus och adenex för benign sjukdom, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O20C,"Operationer på cervix, vagina och vulva, komplicerat",DRG i sluten vård,DRG_2012_och_senare
O20E,"Operationer på cervix, vagina och vulva, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
O20O,"Operationer på cervix, vagina och vulva, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O25N,Gynekologisk laparoskopi eller öppen sterilisering,DRG i sluten vård,DRG_2012_och_senare
O25O,"Gynekologisk laparoskopi eller öppen sterilisering, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O27N,Laparoskopisk eller endoskopisk sterilisering,DRG i sluten vård,DRG_2012_och_senare
O27O,"Laparoskopisk eller endoskopisk sterilisering, öppenvård",DRG i sluten vård,DRG_2012_och_senare
O28C,"Skrapning, konisering och radioaktiva inlägg, för maligna tumörer, komplicerat",DRG i sluten vård,DRG_2012_och_senare
O28E,"Skrapning, konisering och radioaktiva inlägg, för maligna tumörer, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
O28N,"Skrapning och konisering, för benign sjukdom",DRG i sluten vård,DRG_2012_och_senare
O29N,Skrapning/konis benign sjd,DRG i sluten vård,DRG_2012_och_senare
O29O,"Skrapning, konisering och radioaktiva inlägg, öppenvård",DRG i sluten vård,DRG_2012_och_senare
