diagnos,grp,code,name,comments,sdb_amne
J86,1008,J86,Empyem (varansamling i lungsäcken),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
J90,1009,J90,Utgjutning i lungsäcken som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
J91,1009,J91,Utgjutning i lungsäcken vid tillstånd som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
J92,1009,J92,Pleuraplack (lokal förtjockning av lungsäcksbladen),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
J93,1009,J93,Pneumotorax (luft i lungsäcken),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
J94,1009,J94,Andra pleurala sjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
J95,1010,J95,Sjukdomar i andningsorganen efter kirurgiska och medicinska ingrepp som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
J96,1010,J96,Respiratorisk insufficiens (andningssvikt) som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
J98,1010,J98,Andra sjukdomar i andningsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
J99,1010,J99,Lungförändringar vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K00,1101,K00,Rubbningar i tändernas utveckling och frambrott,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K01,1101,K01,Retinerade tänder,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K02,1101,K02,Tandkaries,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K03,1101,K03,Andra sjukdomar i tändernas hårdvävnader,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K04,1101,K04,Sjukdomar i tandpulpan och de periradikulära vävnaderna (vävnaderna kring tandrötterna),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K05,1101,K05,Sjukdomar i tandköttet och de parodontala vävnaderna (vävnaderna kring tänderna),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K06,1101,K06,Andra sjukdomar i tandköttet och tandlöst alveolarutskott,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K07,1101,K07,Tand- och käkmissbildningar med malocklusion (felaktig sammanbitning),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K08,1101,K08,Andra sjukdomar och tillstånd i tänderna och omgivande vävnader,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K09,1101,K09,Cystor i mun- och käkregionen som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K10,1101,K10,Andra sjukdomar i käkarna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K11,1101,K11,Sjukdomar i spottkörtlarna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K12,1101,K12,Stomatit (inflammation i munslemhinnan) och besläktade tillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K13,1101,K13,Andra sjukdomar i läpparna och i munslemhinnan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K14,1101,K14,Sjukdomar i tungan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K20,1102,K20,Esofagit (inflammation i matstrupen),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K21,1102,K21,Gastroesofageal refluxsjukdom (återflöde av maginnehåll till matstrupen),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K22,1102,K22,Andra sjukdomar i matstrupen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K23,1102,K23,Förändringar i matstrupen vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K25,1102,K25,Sår i magsäcken,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K26,1102,K26,Sår i tolvfingertarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K27,1102,K27,Sår i magsäcken eller tolvfingertarmen utan angiven lokalisation,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K28,1102,K28,Recidivsår efter gastroenterostomi (operation av magsäcken),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K29,1102,K29,Inflammation i magsäcken och tolvfingertarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K30,1102,K30,Funktionell dyspepsi,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K31,1102,K31,Andra sjukdomar i magsäcken och tolvfingertarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K35,1103,K35,Akut appendicit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K36,1103,K36,Annan appendicit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K37,1103,K37,Icke specificerad appendicit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K38,1103,K38,Andra sjukdomar i appendix,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K40,1104,K40,Ljumskbråck,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K41,1104,K41,Femoralbråck,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K42,1104,K42,Navelbråck,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K43,1104,K43,Främre bukväggsbråck,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K44,1104,K44,Diafragmabråck,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K45,1104,K45,Andra bukbråck,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K46,1104,K46,Icke specificerat bukbråck,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K50,1105,K50,Crohns sjukdom [regional enterit],,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K51,1105,K51,Ulcerös kolit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K52,1105,K52,Annan icke infektiös inflammation i magsäcken och tarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K55,1106,K55,Kärlsjukdomar i tarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K56,1106,K56,Paralytisk ileus (tarmvred) och tarmpassagehinder utan uppgift om bråck,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K57,1106,K57,Divertikel (fickbildning) i tarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K58,1106,K58,Irritabel tarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K59,1106,K59,Andra funktionsrubbningar i tarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K60,1106,K60,Fissur och fistel i stolgångs- och ändtarmsområdet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K61,1106,K61,Abscess i stolgångs- och ändtarmsområdet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K62,1106,K62,Andra sjukdomar i stolgången och ändtarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K63,1106,K63,Andra sjukdomar i tarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K64,1106,K64,Hemorrojder och perianal venös trombos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K65,1107,K65,Peritonit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K66,1107,K66,Andra sjukdomar i bukhinnan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K67,1107,K67,Sjukdomstillstånd i bukhinnan vid infektionssjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K70,1108,K70,Leversjukdom orsakad av alkohol,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K71,1108,K71,Toxisk leversjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K72,1108,K72,Leversvikt som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K73,1108,K73,Kronisk hepatit som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K74,1108,K74,Leverfibros och levercirros,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K75,1108,K75,Andra inflammatoriska leversjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K76,1108,K76,Andra leversjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K77,1108,K77,Leversjukdomar vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K80,1109,K80,Gallstenssjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K81,1109,K81,Gallblåseinflammation,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K82,1109,K82,Andra sjukdomar i gallblåsan,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K83,1109,K83,Andra sjukdomar i gallvägarna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K85,1109,K85,Akut pankreatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K86,1109,K86,Andra sjukdomar i pankreas,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K87,1109,K87,"Förändringar i gallblåsan, gallvägarna och pankreas vid sjukdomar som klassificeras annorstädes",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K90,1110,K90,Malabsorption (bristfälligt näringsupptagande från tarmen),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K91,1110,K91,Sjukdomar i matsmältningsorganen efter kirurgiska och medicinska ingrepp som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K92,1110,K92,Andra sjukdomar i matsmältningsorganen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
K93,1110,K93,Förändringar i andra matsmältningsorgan vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L00,1201,L00,Exfoliativ dermatit (brännskadeliknande hudavflagning) orsakad av stafylokocker,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L01,1201,L01,Impetigo (svinkoppor),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L02,1201,L02,"Kutan abscess, furunkel och karbunkel (varbildning i huden, böld)",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L03,1201,L03,Cellulit (inflammation i underhudens bindväv),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L04,1201,L04,Akut lymfkörtelinflammation,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L05,1201,L05,Pilonidalcysta (hårsäckscysta),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L08,1201,L08,Andra lokala infektioner i hud och underhud,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L10,1202,L10,Pemfigus,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L11,1202,L11,Andra akantolytiska tillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L12,1202,L12,Pemfigoid,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L13,1202,L13,Andra blåsdermatoser,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L14,1202,L14,Blåsdermatos vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L20,1203,L20,Atopiskt eksem (böjveckseksem),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L21,1203,L21,Seborroisk dermatit (eksem),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L22,1203,L22,Blöjdermatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L23,1203,L23,Allergisk kontaktdermatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L24,1203,L24,Irritativ kontaktdermatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L25,1203,L25,Ospecificerad kontaktdermatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L26,1203,L26,Exfoliativ dermatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L27,1203,L27,Dermatit orsakad av förtärda eller på annat sätt tillförda ämnen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L28,1203,L28,Enkel kronisk lichen och prurigo,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L29,1203,L29,Pruritus (klåda),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L30,1203,L30,Annan dermatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L40,1204,L40,Psoriasis,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L41,1204,L41,Parapsoriasis,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L42,1204,L42,Pityriasis rosea,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L43,1204,L43,Lichen ruber planus,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L44,1204,L44,Andra papuloskvamösa sjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L45,1204,L45,Papuloskvamösa tillstånd vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L50,1205,L50,Urtikaria (nässelfeber),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L51,1205,L51,Erythema multiforme,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L52,1205,L52,Erythema nodosum (knölros),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L53,1205,L53,Andra erytematösa tillstånd (hudrodnader),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L54,1205,L54,Erytem vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L55,1206,L55,Solbränna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L56,1206,L56,Andra akuta hudförändringar orsakade av ultraviolett strålning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L57,1206,L57,Hudförändringar orsakade av kronisk exponering för icke joniserande strålning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L58,1206,L58,Dermatit orsakad av radioaktiv strålning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L59,1206,L59,Andra strålningsrelaterade sjukdomar i hud och underhud,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L60,1207,L60,Nagelsjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L62,1207,L62,Nagelåkommor vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L63,1207,L63,Alopecia areata (fläckformigt håravfall),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L64,1207,L64,Androgen alopeci (manligt håravfall),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L65,1207,L65,Annat icke ärrbildande håravfall,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L66,1207,L66,Ärrbildande håravfall,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L67,1207,L67,Hårfärgs- och hårskaftsabnormiteter,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L68,1207,L68,Hypertrikos (onormalt riklig behåring),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L70,1207,L70,Akne,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L71,1207,L71,Rosacea,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L72,1207,L72,Follikulära cystor i hud och underhud,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L73,1207,L73,Andra sjukdomar i hudens och underhudens folliklar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L74,1207,L74,Ekkrina svettsjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L75,1207,L75,Apokrina svettsjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L80,1208,L80,Vitiligo (pigmentfattiga fläckar i huden),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L81,1208,L81,Andra pigmentrubbningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L82,1208,L82,Seborroisk keratos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L83,1208,L83,Acanthosis nigricans,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L84,1208,L84,Liktornar och hudförhårdnader,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L85,1208,L85,Annan epidermal hudförtjockning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L86,1208,L86,Keratodermi vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L87,1208,L87,Transepidermala eliminationsrubbningar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L88,1208,L88,Pyoderma gangraenosum,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L89,1208,L89,Trycksår,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L90,1208,L90,Atrofiska hudsjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L91,1208,L91,Hypertrofiska hudsjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L92,1208,L92,Granulomatösa sjukdomar i hud och underhud,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L93,1208,L93,Lupus erythematosus,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L94,1208,L94,Andra lokaliserade bindvävssjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L95,1208,L95,Vaskulit (kärlväggsinflammation) begränsad till huden som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L97,1208,L97,Bensår som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L98,1208,L98,Andra sjukdomar i hud och underhud som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
L99,1208,L99,Andra tillstånd i hud och underhud vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M00,1301,M00,Varig artrit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M01,1301,M01,Direktinfektioner av led vid infektionssjukdomar och parasitsjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M02,1301,M02,Reaktiva artriter,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M03,1301,M03,Postinfektiösa och reaktiva artriter vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M05,1302,M05,Seropositiv reumatoid artrit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M06,1302,M06,Annan reumatoid artrit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M07,1302,M07,Ledsjukdomar vid psoriasis och tarmsjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M08,1302,M08,Juvenil artrit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M09,1302,M09,Juvenil artrit vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M10,1302,M10,Gikt,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M11,1302,M11,Andra kristallartropatier,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M12,1302,M12,Andra specificerade artropatier,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M13,1302,M13,Annan artrit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M14,1302,M14,Artropatier vid andra sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M15,1303,M15,Polyartros,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M16,1303,M16,Höftledsartros,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M17,1303,M17,Knäartros,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M18,1303,M18,Artros i första karpometakarpalleden,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M19,1303,M19,Andra artroser,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M20,1304,M20,Förvärvade deformiteter i fingrar och tår,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M21,1304,M21,Andra förvärvade deformiteter av extremiteter,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M22,1304,M22,Sjukdomar i patella,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M23,1304,M23,Andra sjukliga förändringar i knäled,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M24,1304,M24,Andra specificerade rubbningar i leder,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M25,1304,M25,Andra ledsjukdomar som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M30,1305,M30,Polyarteritis nodosa och besläktade tillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M31,1305,M31,Andra nekrotiserande vaskulopatier (kärlsjukdomar),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M32,1305,M32,Systemisk lupus erythematosus [SLE],,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M33,1305,M33,Dermatopolymyosit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M34,1305,M34,Systemisk skleros,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M35,1305,M35,Andra inflammatoriska systemsjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M36,1305,M36,Systemiska sjukdomar med led- och bindvävsengagemang vilka klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M40,1306,M40,Kyfos och lordos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M41,1306,M41,Skolios,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M42,1306,M42,Osteokondros (degenerativ brosk-bensjukdom) i kotpelaren,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M43,1306,M43,Andra deformerande ryggsjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M45,1307,M45,Ankyloserande spondylit [Bechterews sjukdom],,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M46,1307,M46,Andra inflammatoriska sjukdomar i ryggraden,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M47,1307,M47,Spondylos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M48,1307,M48,Andra spondylopatier,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M49,1307,M49,Spondylopatier vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M50,1308,M50,Sjukdomar i halskotpelarens mellankotskivor,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M51,1308,M51,Andra sjukdomar i mellankotskivorna,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M53,1308,M53,Andra ryggsjukdomar som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M54,1308,M54,Ryggvärk,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M60,1309,M60,Myosit (muskelinflammation),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M61,1309,M61,Muskelkalcifikation och muskelossifikation (förkalkning och förbening i muskel),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M62,1309,M62,Andra muskelsjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M63,1309,M63,Muskelsjukdomar vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M65,1310,M65,Synovit och tenosynovit (inflammation i ledhinnor och senor),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M66,1310,M66,Spontanruptur av ledhinna och sena,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M67,1310,M67,Andra sjukdomar i ledhinna och sena,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M68,1310,M68,Sjukdomstillstånd i ledhinnor och senor vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M70,1311,M70,"Sjukdomar i mjukvävnader som har samband med användning, överansträngning och tryck",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M71,1311,M71,Andra sjukdomar i bursor (slemsäckar),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M72,1311,M72,Fibroplastiska sjukdomar (fibroplasier),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M73,1311,M73,Förändringar i mjukvävnader vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M75,1311,M75,Sjukdomstillstånd i skulderled,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M76,1311,M76,"Entesopatier (sjukdomar i perifera ligament- och muskelfästen) i nedre extremitet, med undantag för fot",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M77,1311,M77,Andra entesopatier (sjukdomar i perifera ligament- och muskelfästen),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M79,1311,M79,Andra sjukdomstillstånd i mjukvävnader som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M80,1312,M80,Osteoporos med patologiska frakturer,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M81,1312,M81,Osteoporos utan patologisk fraktur,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M82,1312,M82,Osteoporos vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M83,1312,M83,Osteomalaci hos vuxen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M84,1312,M84,Kontinuitetsavbrott i benvävnad,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M85,1312,M85,Andra rubbningar i bentäthet och benstruktur,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M86,1313,M86,Osteomyelit (benröta),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M87,1313,M87,Osteonekros (benvävnadsdöd),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M88,1313,M88,Pagets deformerande bensjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M89,1313,M89,Andra sjukdomstillstånd i benvävnad,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M90,1313,M90,Sjukdomstillstånd i benvävnad vid sjukdomar som klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M91,1314,M91,Juvenil osteokondros (ben-broskdegeneration hos unga) i höft och bäcken,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M92,1314,M92,Annan juvenil osteokondros,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M93,1314,M93,Andra sjukdomar i ben- och broskvävnad,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M94,1314,M94,Andra brosksjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
M95,1315,M95,Andra förvärvade deformiteter i muskuloskeletala systemet och bindväven,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
