atc,grp,code,name,sdb_amne,sdb_titel
C07AB,C07A,C07AB,"Beta-receptorblockerande medel, selektiva",Läkemedel,ATC-koder
C07AB02,C07AB,C07AB02,Metoprolol,Läkemedel,ATC-koder
C07AB03,C07AB,C07AB03,Atenolol,Läkemedel,ATC-koder
C07AB04,C07AB,C07AB04,Acebutolol,Läkemedel,ATC-koder
C07AB05,C07AB,C07AB05,Betaxolol,Läkemedel,ATC-koder
C07AB07,C07AB,C07AB07,Bisoprolol,Läkemedel,ATC-koder
C07AB08,C07AB,C07AB08,Celiprolol,Läkemedel,ATC-koder
C07AB09,C07AB,C07AB09,Esmolol,Läkemedel,ATC-koder
C07AB12,C07AB,C07AB12,Nebivolol,Läkemedel,ATC-koder
C07AG,C07A,C07AG,Alfa- och beta-receptorblockerande medel,Läkemedel,ATC-koder
C07AG01,C07AG,C07AG01,Labetalol,Läkemedel,ATC-koder
C07AG02,C07AG,C07AG02,Karvedilol,Läkemedel,ATC-koder
C07F,C07,C07F,"Beta-receptorblockerande medel, övriga kombinationer",Läkemedel,ATC-koder
C07FB,C07F,C07FB,Beta-receptorblockerande medel och kalciumantagonister,Läkemedel,ATC-koder
C07FB02,C07FB,C07FB02,Metoprolol och felodipin,Läkemedel,ATC-koder
C08,C,C08,Kalciumantagonister,Läkemedel,ATC-koder
C08C,C08,C08C,Kalciumantagonister med övervägande kärlselektiv effekt,Läkemedel,ATC-koder
C08CA,C08C,C08CA,Dihydropyridinderivat,Läkemedel,ATC-koder
C08CA01,C08CA,C08CA01,Amlodipin,Läkemedel,ATC-koder
C08CA02,C08CA,C08CA02,Felodipin,Läkemedel,ATC-koder
C08CA03,C08CA,C08CA03,Isradipin,Läkemedel,ATC-koder
C08CA05,C08CA,C08CA05,Nifedipin,Läkemedel,ATC-koder
C08CA06,C08CA,C08CA06,Nimodipin,Läkemedel,ATC-koder
C08CA13,C08CA,C08CA13,Lerkanidipin,Läkemedel,ATC-koder
C08D,C08,C08D,Kalciumantagonister med direkt hjärtselektiv effekt,Läkemedel,ATC-koder
C08DA,C08D,C08DA,Fenylalkylaminderivat,Läkemedel,ATC-koder
C08DA01,C08DA,C08DA01,Verapamil,Läkemedel,ATC-koder
C08DB,C08D,C08DB,Bensotiazepinderivat,Läkemedel,ATC-koder
C08DB01,C08DB,C08DB01,Diltiazem,Läkemedel,ATC-koder
C09,C,C09,Medel som påverkar renin-angiotensinsystemet,Läkemedel,ATC-koder
C09A,C09,C09A,ACE-hämmare,Läkemedel,ATC-koder
C09AA,C09A,C09AA,ACE-hämmare,Läkemedel,ATC-koder
C09AA01,C09AA,C09AA01,Kaptopril,Läkemedel,ATC-koder
C09AA02,C09AA,C09AA02,Enalapril,Läkemedel,ATC-koder
C09AA03,C09AA,C09AA03,Lisinopril,Läkemedel,ATC-koder
C09AA04,C09AA,C09AA04,Perindopril,Läkemedel,ATC-koder
C09AA05,C09AA,C09AA05,Ramipril,Läkemedel,ATC-koder
C09AA06,C09AA,C09AA06,Kinapril,Läkemedel,ATC-koder
C09AA08,C09AA,C09AA08,Cilazapril,Läkemedel,ATC-koder
C09AA09,C09AA,C09AA09,Fosinopril,Läkemedel,ATC-koder
C09AA10,C09AA,C09AA10,Trandolapril,Läkemedel,ATC-koder
C09B,C09,C09B,"ACE-hämmare, kombinationer",Läkemedel,ATC-koder
C09BA,C09B,C09BA,ACE-hämmare och diuretika,Läkemedel,ATC-koder
C09BA02,C09BA,C09BA02,Enalapril och diuretika,Läkemedel,ATC-koder
C09BA03,C09BA,C09BA03,Lisinopril och diuretika,Läkemedel,ATC-koder
C09BA04,C09BA,C09BA04,Perindopril och diuretika,Läkemedel,ATC-koder
C09BA05,C09BA,C09BA05,Ramipril och diuretika,Läkemedel,ATC-koder
C09BA06,C09BA,C09BA06,Kinapril och diuretika,Läkemedel,ATC-koder
C09BA08,C09BA,C09BA08,Cilazapril och diuretika,Läkemedel,ATC-koder
C09BB,C09B,C09BB,ACE-hämmare och kalciumantagonister,Läkemedel,ATC-koder
C09BB06,C09BB,C09BB06,Enalapril och nitrendipin,Läkemedel,ATC-koder
C09BB10,C09BB,C09BB10,Trandolapril och verapamil,Läkemedel,ATC-koder
C09C,C09,C09C,Angiotensin II receptorblockerare (ARBs),Läkemedel,ATC-koder
C09CA,C09C,C09CA,Angiotensin II receptorblockerare (ARBs),Läkemedel,ATC-koder
C09CA01,C09CA,C09CA01,Losartan,Läkemedel,ATC-koder
C09CA02,C09CA,C09CA02,Eprosartan,Läkemedel,ATC-koder
C09CA03,C09CA,C09CA03,Valsartan,Läkemedel,ATC-koder
C09CA04,C09CA,C09CA04,Irbesartan,Läkemedel,ATC-koder
C09CA06,C09CA,C09CA06,Kandesartan,Läkemedel,ATC-koder
C09CA07,C09CA,C09CA07,Telmisartan,Läkemedel,ATC-koder
C09CA08,C09CA,C09CA08,Olmesartanmedoxomil,Läkemedel,ATC-koder
C09D,C09,C09D,"Angiotensin II receptorblockerare (ARBs), kombinationer",Läkemedel,ATC-koder
C09DA,C09D,C09DA,Angiotensin II receptorblockerare (ARBs) och diuretika,Läkemedel,ATC-koder
C09DA01,C09DA,C09DA01,Losartan och diuretika,Läkemedel,ATC-koder
C09DA02,C09DA,C09DA02,Eprosartan och diuretika,Läkemedel,ATC-koder
C09DA03,C09DA,C09DA03,Valsartan och diuretika,Läkemedel,ATC-koder
C09DA04,C09DA,C09DA04,Irbesartan och diuretika,Läkemedel,ATC-koder
C09DA06,C09DA,C09DA06,Kandesartan och diuretika,Läkemedel,ATC-koder
C09DA07,C09DA,C09DA07,Telmisartan och diuretika,Läkemedel,ATC-koder
C09DA08,C09DA,C09DA08,Olmesartanmedoxomil och diuretika,Läkemedel,ATC-koder
C09DB,C09D,C09DB,Angiotensin II receptorblockerare (ARBs) och kalciumantagonister,Läkemedel,ATC-koder
C09DB01,C09DB,C09DB01,Valsartan och amlodipin,Läkemedel,ATC-koder
C09DX,C09D,C09DX,"Angiotensin II receptorblockerare (ARBs), övriga kombinationer",Läkemedel,ATC-koder
C09DX04,C09DX,C09DX04,Valsartan och sakubitril,Läkemedel,ATC-koder
C09X,C09,C09X,Övriga medel som påverkar renin-angiotensinsystemet,Läkemedel,ATC-koder
C09XA,C09X,C09XA,Renin-hämmare,Läkemedel,ATC-koder
C09XA02,C09XA,C09XA02,Aliskiren,Läkemedel,ATC-koder
C10,C,C10,Medel som påverkar serumlipidnivåerna,Läkemedel,ATC-koder
C10A,C10,C10A,Medel som påverkar serumlipidnivåerna,Läkemedel,ATC-koder
C10AA,C10A,C10AA,HMG CoA reduktas-hämmare,Läkemedel,ATC-koder
C10AA01,C10AA,C10AA01,Simvastatin,Läkemedel,ATC-koder
C10AA02,C10AA,C10AA02,Lovastatin,Läkemedel,ATC-koder
C10AA03,C10AA,C10AA03,Pravastatin,Läkemedel,ATC-koder
C10AA04,C10AA,C10AA04,Fluvastatin,Läkemedel,ATC-koder
C10AA05,C10AA,C10AA05,Atorvastatin,Läkemedel,ATC-koder
C10AA07,C10AA,C10AA07,Rosuvastatin,Läkemedel,ATC-koder
C10AA08,C10AA,C10AA08,Pitavastatin,Läkemedel,ATC-koder
C10AB,C10A,C10AB,Fibrater,Läkemedel,ATC-koder
C10AB02,C10AB,C10AB02,Bezafibrat,Läkemedel,ATC-koder
C10AB04,C10AB,C10AB04,Gemfibrozil,Läkemedel,ATC-koder
C10AB05,C10AB,C10AB05,Fenofibrat,Läkemedel,ATC-koder
C10AC,C10A,C10AC,Resiner,Läkemedel,ATC-koder
C10AC01,C10AC,C10AC01,Kolestyramin,Läkemedel,ATC-koder
C10AC02,C10AC,C10AC02,Kolestipol,Läkemedel,ATC-koder
C10AC04,C10AC,C10AC04,Kolesevelam,Läkemedel,ATC-koder
C10AD,C10A,C10AD,Nikotinsyra och derivat,Läkemedel,ATC-koder
C10AD02,C10AD,C10AD02,Nikotinsyra,Läkemedel,ATC-koder
C10AD06,C10AD,C10AD06,Acipimox,Läkemedel,ATC-koder
C10AD52,C10AD,C10AD52,"Nikotinsyra, kombinationer",Läkemedel,ATC-koder
C10AX,C10A,C10AX,Övriga medel som påverkar serumlipidnivåerna,Läkemedel,ATC-koder
C10AX06,C10AX,C10AX06,Omega-3-triglycerider inkl. övriga estrar och syror,Läkemedel,ATC-koder
C10AX09,C10AX,C10AX09,Ezetimib,Läkemedel,ATC-koder
C10AX12,C10AX,C10AX12,Lomitapid,Läkemedel,ATC-koder
C10AX13,C10AX,C10AX13,Evolokumab,Läkemedel,ATC-koder
C10AX14,C10AX,C10AX14,Alirokumab,Läkemedel,ATC-koder
C10B,C10,C10B,"Medel som påverkar serumlipidnivåerna, kombinationer",Läkemedel,ATC-koder
C10BA,C10B,C10BA,HMG CoA-reduktashämmare i kombination med andra medel som påverkar serumlipidnivåerna,Läkemedel,ATC-koder
C10BA02,C10BA,C10BA02,Simvastatin och ezetimib,Läkemedel,ATC-koder
C10BA05,C10BA,C10BA05,Atorvastatin och ezetimib,Läkemedel,ATC-koder
D,0,D,Hudpreparat,Läkemedel,ATC-koder
D01,D,D01,Svampmedel för utvärtes bruk,Läkemedel,ATC-koder
D01A,D01,D01A,Svampmedel för utvärtes bruk,Läkemedel,ATC-koder
D01AA,D01A,D01AA,Antibiotika,Läkemedel,ATC-koder
D01AA01,D01AA,D01AA01,Nystatin,Läkemedel,ATC-koder
D01AA08,D01AA,D01AA08,Griseofulvin,Läkemedel,ATC-koder
D01AC,D01A,D01AC,Imidazol- och triazolderivat,Läkemedel,ATC-koder
D01AC01,D01AC,D01AC01,Klotrimazol,Läkemedel,ATC-koder
D01AC02,D01AC,D01AC02,Mikonazol,Läkemedel,ATC-koder
D01AC03,D01AC,D01AC03,Ekonazol,Läkemedel,ATC-koder
D01AC08,D01AC,D01AC08,Ketokonazol,Läkemedel,ATC-koder
D01AC10,D01AC,D01AC10,Bifonazol,Läkemedel,ATC-koder
D01AC20,D01AC,D01AC20,Imidazoler/triazoler i kombination med kortikosteroider,Läkemedel,ATC-koder
D01AE,D01A,D01AE,Övriga utvärtes medel vid hudmykoser,Läkemedel,ATC-koder
D01AE02,D01AE,D01AE02,Metylrosanilin,Läkemedel,ATC-koder
D01AE14,D01AE,D01AE14,Ciklopirox,Läkemedel,ATC-koder
D01AE15,D01AE,D01AE15,Terbinafin,Läkemedel,ATC-koder
D01AE16,D01AE,D01AE16,Amorolfin,Läkemedel,ATC-koder
D01B,D01,D01B,Svampmedel för systemiskt bruk,Läkemedel,ATC-koder
D01BA,D01B,D01BA,Svampmedel för systemiskt bruk,Läkemedel,ATC-koder
D01BA01,D01BA,D01BA01,Griseofulvin,Läkemedel,ATC-koder
D01BA02,D01BA,D01BA02,Terbinafin,Läkemedel,ATC-koder
D02,D,D02,Hudskyddande och uppmjukande medel,Läkemedel,ATC-koder
D02A,D02,D02A,Hudskyddande och uppmjukande medel,Läkemedel,ATC-koder
D02AA,D02A,D02AA,Silikonpreparat,Läkemedel,ATC-koder
D02AB,D02A,D02AB,Zinkpreparat,Läkemedel,ATC-koder
D02AC,D02A,D02AC,Mjukt paraffin och fettprodukter,Läkemedel,ATC-koder
D02AE,D02A,D02AE,Karbamidpreparat,Läkemedel,ATC-koder
D02AE01,D02AE,D02AE01,Karbamid,Läkemedel,ATC-koder
D02AE51,D02AE,D02AE51,"Karbamid, kombinationer",Läkemedel,ATC-koder
D02AF,D02A,D02AF,Salicylsyrapreparat,Läkemedel,ATC-koder
D02AX,D02A,D02AX,Övriga hudskyddande och uppmjukande medel,Läkemedel,ATC-koder
D02B,D02,D02B,Medel som skyddar mot UV-strålning,Läkemedel,ATC-koder
D02BA,D02B,D02BA,"Medel som skyddar mot UV-strålning, utvärtes",Läkemedel,ATC-koder
D02BA01,D02BA,D02BA01,Aminobensoesyra,Läkemedel,ATC-koder
D02BB,D02B,D02BB,"Medel som skyddar mot UV-strålning, systemiska",Läkemedel,ATC-koder
D02BB01,D02BB,D02BB01,Betakaroten,Läkemedel,ATC-koder
D03,D,D03,Medel vid sår- och brännskador,Läkemedel,ATC-koder
D03A,D03,D03A,Medel vid sår- och brännskador,Läkemedel,ATC-koder
D03AX,D03A,D03AX,Övriga medel vid sår-och brännskador,Läkemedel,ATC-koder
D03AX01,D03AX,D03AX01,Kadexomerjod,Läkemedel,ATC-koder
D03AX03,D03AX,D03AX03,Dexapantenol,Läkemedel,ATC-koder
D04,D,D04,"Klådstillande medel, inkl. antihistaminer, anestetika etc.",Läkemedel,ATC-koder
D04A,D04,D04A,"Klådstillande medel, inkl. antihistaminer, anestetika etc.",Läkemedel,ATC-koder
D04AA,D04A,D04AA,Antihistaminer för utvärtes bruk,Läkemedel,ATC-koder
D04AA32,D04AA,D04AA32,Difenhydramin,Läkemedel,ATC-koder
D04AB,D04A,D04AB,Lokalanestetika för utvärtes bruk,Läkemedel,ATC-koder
D04AB01,D04AB,D04AB01,Lidokain,Läkemedel,ATC-koder
D04AX,D04A,D04AX,Övriga klådstillande medel,Läkemedel,ATC-koder
D05,D,D05,Medel vid psoriasis,Läkemedel,ATC-koder
D05A,D05,D05A,Medel vid psoriasis för utvärtes bruk,Läkemedel,ATC-koder
D05AA,D05A,D05AA,Tjäror,Läkemedel,ATC-koder
D05AC,D05A,D05AC,Antracenderivat,Läkemedel,ATC-koder
D05AC01,D05AC,D05AC01,Ditranol,Läkemedel,ATC-koder
D05AD,D05A,D05AD,Psoralener för utvärtes bruk,Läkemedel,ATC-koder
D05AD01,D05AD,D05AD01,Trioxisalen,Läkemedel,ATC-koder
D05AX,D05A,D05AX,Övriga medel vid psoriasis för utvärtes bruk,Läkemedel,ATC-koder
D05AX01,D05AX,D05AX01,Fumarsyra,Läkemedel,ATC-koder
D05AX02,D05AX,D05AX02,Kalcipotriol,Läkemedel,ATC-koder
D05AX03,D05AX,D05AX03,Kalcitriol,Läkemedel,ATC-koder
D05AX05,D05AX,D05AX05,Tazaroten,Läkemedel,ATC-koder
D05AX52,D05AX,D05AX52,"Kalcipotriol, kombinationer",Läkemedel,ATC-koder
D05B,D,D05B,Medel vid psoriasis för systemiskt bruk,Läkemedel,ATC-koder
D05BA,D05B,D05BA,Psoralener för systemiskt bruk,Läkemedel,ATC-koder
D05BA02,D05BA,D05BA02,Metoxsalen,Läkemedel,ATC-koder
D05BB,D05B,D05BB,Retinoider för behandling av psoriasis,Läkemedel,ATC-koder
D05BB02,D05BB,D05BB02,Acitretin,Läkemedel,ATC-koder
D05BX,D05B,D05BX,Övriga medel vid psoriasis för systemiskt bruk,Läkemedel,ATC-koder
D05BX51,D05BX,D05BX51,Derivat av fumarsyra kombinationer,Läkemedel,ATC-koder
D06,D,D06,Antibiotika och kemoterapeutika för utvärtes bruk,Läkemedel,ATC-koder
D06A,D06,D06A,Antibiotika för topikal användning,Läkemedel,ATC-koder
D06AA,D06A,D06AA,Tetracyklin och derivat,Läkemedel,ATC-koder
D06AA03,D06AA,D06AA03,Oxitetracyklin,Läkemedel,ATC-koder
D06AX,D06A,D06AX,Övriga antibiotika för topikal användning,Läkemedel,ATC-koder
D06AX01,D06AX,D06AX01,Fusidinsyra,Läkemedel,ATC-koder
D06AX04,D06AX,D06AX04,Neomycin,Läkemedel,ATC-koder
D06AX07,D06AX,D06AX07,Gentamicin,Läkemedel,ATC-koder
D06AX09,D06AX,D06AX09,Mupirocin,Läkemedel,ATC-koder
D06AX13,D06AX,D06AX13,Retapamulin,Läkemedel,ATC-koder
D06B,D06,D06B,Kemoterapeutika för topikal användning,Läkemedel,ATC-koder
D06BA,D06B,D06BA,Sulfonamider,Läkemedel,ATC-koder
D06BA01,D06BA,D06BA01,Silversulfadiazin,Läkemedel,ATC-koder
D06BB,D06B,D06BB,Antivirala medel,Läkemedel,ATC-koder
D06BB03,D06BB,D06BB03,Aciklovir,Läkemedel,ATC-koder
D06BB04,D06BB,D06BB04,Podofyllotoxin,Läkemedel,ATC-koder
D06BB06,D06BB,D06BB06,Penciklovir,Läkemedel,ATC-koder
D06BB10,D06BB,D06BB10,Imikvimod,Läkemedel,ATC-koder
D06BB11,D06BB,D06BB11,Docosanol,Läkemedel,ATC-koder
D06BB12,D06BB,D06BB12,Sinekatekiner,Läkemedel,ATC-koder
D06BB53,D06BB,D06BB53,"Aciklovir, kombinationer",Läkemedel,ATC-koder
D06BX,D06B,D06BX,Övriga kemoterapeutika,Läkemedel,ATC-koder
D06BX01,D06BX,D06BX01,Metronidazol,Läkemedel,ATC-koder
D06BX02,D06BX,D06BX02,Ingenolmebutat,Läkemedel,ATC-koder
D07,D,D07,Kortikosteroider för utvärtes bruk,Läkemedel,ATC-koder
D07A,D07,D07A,Kortikosteroider,Läkemedel,ATC-koder
D07AA,D07A,D07AA,"Kortikosteroider, milt verkande (grupp I)",Läkemedel,ATC-koder
D07AA02,D07AA,D07AA02,Hydrokortison,Läkemedel,ATC-koder
D07AB,D07A,D07AB,"Kortikosteroider, medelstarkt verkande (grupp II)",Läkemedel,ATC-koder
D07AB01,D07AB,D07AB01,Klobetason,Läkemedel,ATC-koder
D07AB02,D07AB,D07AB02,Hydrokortisonbutyrat,Läkemedel,ATC-koder
D07AB09,D07AB,D07AB09,Triamcinolon,Läkemedel,ATC-koder
D07AC,D07A,D07AC,"Kortikosteroider, starkt verkande (grupp III)",Läkemedel,ATC-koder
D07AC01,D07AC,D07AC01,Betametason,Läkemedel,ATC-koder
D07AC03,D07AC,D07AC03,Desoximetason,Läkemedel,ATC-koder
D07AC04,D07AC,D07AC04,Fluocinolonacetonid,Läkemedel,ATC-koder
D07AC13,D07AC,D07AC13,Mometason,Läkemedel,ATC-koder
D07AC17,D07AC,D07AC17,Flutikason,Läkemedel,ATC-koder
D07AD,D07A,D07AD,"Kortikosteroider, extra starkt verkande (grupp IV)",Läkemedel,ATC-koder
D07AD01,D07AD,D07AD01,Klobetasol,Läkemedel,ATC-koder
D07B,D07,D07B,Kortikosteroider i kombination med antiseptika,Läkemedel,ATC-koder
D07BA,D07B,D07BA,"Kortikosteroider, milda, i kombination med antiseptika",Läkemedel,ATC-koder
D07BA01,D07BA,D07BA01,Prednisolon och antiseptika,Läkemedel,ATC-koder
D07BB,D07B,D07BB,"Kortikosteroider, medelstarka, i kombination med antiseptika",Läkemedel,ATC-koder
D07BB03,D07BB,D07BB03,Triamcinolon och antiseptika,Läkemedel,ATC-koder
D07BC,D07B,D07BC,"Kortikosteroider, starka, i kombination med antiseptika",Läkemedel,ATC-koder
D07BC01,D07BC,D07BC01,Betametason och antiseptika,Läkemedel,ATC-koder
D07C,D07,D07C,Kortikosteroider i kombination med antibiotika,Läkemedel,ATC-koder
D07CA,D07C,D07CA,"Kortikosteroider, milda, i kombination med antibiotika",Läkemedel,ATC-koder
D07CA01,D07CA,D07CA01,Hydrokortison och antibiotika,Läkemedel,ATC-koder
D07CC,D07C,D07CC,"Kortikosteroider, starka, i kombination med antibiotika",Läkemedel,ATC-koder
D07CC01,D07CC,D07CC01,Betametason och antibiotika,Läkemedel,ATC-koder
D07X,D07,D07X,"Kortikosteroider, övriga kombinationer",Läkemedel,ATC-koder
D07XA,D07X,D07XA,"Milda kortikosteroider, övriga kombinationer",Läkemedel,ATC-koder
D07XA01,D07XA,D07XA01,Hydrokortison,Läkemedel,ATC-koder
D07XB,D07X,D07XB,"Medelstarka kortikosteroider, övriga kombinationer",Läkemedel,ATC-koder
D07XB02,D07XB,D07XB02,Triamcinolon,Läkemedel,ATC-koder
D07XC,D07X,D07XC,"Starka kortikosteroider, övriga kombinationer",Läkemedel,ATC-koder
D07XC01,D07XC,D07XC01,Betametason,Läkemedel,ATC-koder
D07XC03,D07XC,D07XC03,Mometason,Läkemedel,ATC-koder
D08,D,D08,Antiseptika och sårmedel,Läkemedel,ATC-koder
D08A,D08,D08A,Antiseptika och sårmedel,Läkemedel,ATC-koder
D08AA,D08A,D08AA,Akridinderivat,Läkemedel,ATC-koder
D08AA03,D08AA,D08AA03,Euflavin,Läkemedel,ATC-koder
D08AB,D08A,D08AB,Aluminiumföreningar,Läkemedel,ATC-koder
D08AC,D08A,D08AC,Biguanider och amidiner,Läkemedel,ATC-koder
D08AC02,D08AC,D08AC02,Klorhexidin,Läkemedel,ATC-koder
D08AC52,D08AC,D08AC52,"Klorhexidin, kombinationer",Läkemedel,ATC-koder
D08AD,D08A,D08AD,Borsyrapreparat,Läkemedel,ATC-koder
D08AG,D08A,D08AG,Jodpreparat,Läkemedel,ATC-koder
D08AG02,D08AG,D08AG02,"Povidon, joderad",Läkemedel,ATC-koder
D08AJ,D08A,D08AJ,Kvartära ammoniumföreningar,Läkemedel,ATC-koder
D08AJ01,D08AJ,D08AJ01,Bensalkonium,Läkemedel,ATC-koder
D08AL,D08A,D08AL,Silverpreparat,Läkemedel,ATC-koder
D08AL01,D08AL,D08AL01,Silvernitrat,Läkemedel,ATC-koder
D08AX,D08A,D08AX,Övriga antiseptika och sårmedel,Läkemedel,ATC-koder
D08AX01,D08AX,D08AX01,Väteperoxid,Läkemedel,ATC-koder
D08AX06,D08AX,D08AX06,Kaliumpermanganat,Läkemedel,ATC-koder
D08AX53,D08AX,D08AX53,"Propanol, kombinationer",Läkemedel,ATC-koder
D09,D,D09,Medicinska förband,Läkemedel,ATC-koder
D09A,D09,D09A,Medicinska förband,Läkemedel,ATC-koder
D09AA,D09A,D09AA,Medicinska förband med antiinfektiva medel,Läkemedel,ATC-koder
D09AA02,D09AA,D09AA02,Fusidinsyra,Läkemedel,ATC-koder
D09AB,D09A,D09AB,Zinkbandage,Läkemedel,ATC-koder
D09AB01,D09AB,D09AB01,Zinkbandage utan tillägg,Läkemedel,ATC-koder
D10,D,D10,Medel mot akne,Läkemedel,ATC-koder
D10A,D10,D10A,Medel mot akne för utvärtes bruk,Läkemedel,ATC-koder
D10AB,D10A,D10AB,Medel innehållande svavel,Läkemedel,ATC-koder
D10AB02,D10AB,D10AB02,Svavel,Läkemedel,ATC-koder
D10AD,D10A,D10AD,Retinoider för utvärtes behandling mot akne,Läkemedel,ATC-koder
D10AD01,D10AD,D10AD01,Tretinoin,Läkemedel,ATC-koder
D10AD03,D10AD,D10AD03,Adapalen,Läkemedel,ATC-koder
D10AD51,D10AD,D10AD51,"Tretinoin, kombinationer",Läkemedel,ATC-koder
D10AD53,D10AD,D10AD53,"Adapalen, kombinationer",Läkemedel,ATC-koder
D10AE,D10A,D10AE,Peroxider,Läkemedel,ATC-koder
D10AE01,D10AE,D10AE01,Bensoylperoxid,Läkemedel,ATC-koder
D10AF,D10A,D10AF,Antiinfektiva medel mot akne,Läkemedel,ATC-koder
D10AF01,D10AF,D10AF01,Klindamycin,Läkemedel,ATC-koder
D10AF51,D10AF,D10AF51,"Klindamycin, kombinationer",Läkemedel,ATC-koder
D10AX,D10A,D10AX,Övriga medel mot akne för utvärtes bruk,Läkemedel,ATC-koder
D10AX03,D10AX,D10AX03,Azelainsyra,Läkemedel,ATC-koder
D10AX05,D10AX,D10AX05,Dapson,Läkemedel,ATC-koder
D10B,D10,D10B,Medel mot akne för systemiskt bruk,Läkemedel,ATC-koder
D10BA,D10B,D10BA,Retinoider mot akne,Läkemedel,ATC-koder
D10BA01,D10BA,D10BA01,Isotretinoin,Läkemedel,ATC-koder
D11,D,D11,Övriga dermatologiska medel,Läkemedel,ATC-koder
D11A,D11,D11A,Övriga dermatologiska medel,Läkemedel,ATC-koder
D11AC,D11A,D11AC,Medicinska schampon,Läkemedel,ATC-koder
D11AC03,D11AC,D11AC03,Selensulfid,Läkemedel,ATC-koder
D11AC08,D11AC,D11AC08,Svavelkombinationer,Läkemedel,ATC-koder
D11AF,D11A,D11AF,Vårtmedel,Läkemedel,ATC-koder
D11AH,D11A,D11AH,"Medel vid dermatit, exkl. kortikosteroider",Läkemedel,ATC-koder
D11AH01,D11AH,D11AH01,Takrolimus,Läkemedel,ATC-koder
D11AH02,D11AH,D11AH02,Pimekrolimus,Läkemedel,ATC-koder
D11AH04,D11AH,D11AH04,Alitretinoin,Läkemedel,ATC-koder
D11AH05,D11AH,D11AH05,Dupilumab,Läkemedel,ATC-koder
D11AX,D11A,D11AX,Övriga dermatologiska medel,Läkemedel,ATC-koder
D11AX00,D11AX,D11AX00,,Läkemedel,ATC-koder
D11AX01,D11AX,D11AX01,Minoxidil,Läkemedel,ATC-koder
D11AX10,D11AX,D11AX10,Finasterid,Läkemedel,ATC-koder
D11AX11,D11AX,D11AX11,Hydrokinon,Läkemedel,ATC-koder
D11AX16,D11AX,D11AX16,Eflornitin,Läkemedel,ATC-koder
D11AX18,D11AX,D11AX18,Diklofenak,Läkemedel,ATC-koder
D11AX21,D11AX,D11AX21,Brimonidin,Läkemedel,ATC-koder
D11AX22,D11AX,D11AX22,Ivermektin,Läkemedel,ATC-koder
G,0,G,Urin- och könsorgan samt könshormoner,Läkemedel,ATC-koder
G01,G,G01,Antiinfektiva och antiseptiska medel för gynekologiskt bruk,Läkemedel,ATC-koder
G01A,G01,G01A,"Antiinfektiva och antiseptiska medel, exkl. kombinationer med kortikosteroider",Läkemedel,ATC-koder
G01AA,G01A,G01AA,Antibiotika,Läkemedel,ATC-koder
G01AA01,G01AA,G01AA01,Nystatin,Läkemedel,ATC-koder
G01AA03,G01AA,G01AA03,Amfotericin B,Läkemedel,ATC-koder
G01AA10,G01AA,G01AA10,Klindamycin,Läkemedel,ATC-koder
G01AC,G01A,G01AC,Kinolinderivat,Läkemedel,ATC-koder
G01AC05,G01AC,G01AC05,Dekvalinium,Läkemedel,ATC-koder
G01AF,G01A,G01AF,Imidazolderivat,Läkemedel,ATC-koder
G01AF01,G01AF,G01AF01,Metronidazol,Läkemedel,ATC-koder
G01AF02,G01AF,G01AF02,Klotrimazol,Läkemedel,ATC-koder
G01AF05,G01AF,G01AF05,Ekonazol,Läkemedel,ATC-koder
G01AX,G01A,G01AX,Övriga antiinfektiva och antiseptiska medel,Läkemedel,ATC-koder
G01AX03,G01AX,G01AX03,Polikresulen,Läkemedel,ATC-koder
G02,G,G02,Övriga medel för gynekologiskt bruk,Läkemedel,ATC-koder
G02A,G02,G02A,Uteruskontraherande medel,Läkemedel,ATC-koder
G02AB,G02A,G02AB,Mjöldrygealkaloider,Läkemedel,ATC-koder
G02AB01,G02AB,G02AB01,Metylergometrin,Läkemedel,ATC-koder
G02AD,G02A,G02AD,Prostaglandiner,Läkemedel,ATC-koder
G02AD02,G02AD,G02AD02,Dinoproston,Läkemedel,ATC-koder
G02AD03,G02AD,G02AD03,Gemeprost,Läkemedel,ATC-koder
G02B,G02,G02B,Antikonceptionella medel för lokal användning,Läkemedel,ATC-koder
G02BA,G02B,G02BA,Intrauterina preventivmedel,Läkemedel,ATC-koder
G02BA03,G02BA,G02BA03,Plastiskt intrauterint preventivmedel med gestagen,Läkemedel,ATC-koder
G02BB,G02B,G02BB,Intravaginala preventivmedel,Läkemedel,ATC-koder
G02BB01,G02BB,G02BB01,Vaginalring med progestogen och östrogen,Läkemedel,ATC-koder
G02C,G02,G02C,Övriga medel för gynekologiskt bruk,Läkemedel,ATC-koder
G02CB,G02C,G02CB,Prolaktinhämmare,Läkemedel,ATC-koder
G02CB01,G02CB,G02CB01,Bromokriptin,Läkemedel,ATC-koder
G02CB03,G02CB,G02CB03,Kabergolin,Läkemedel,ATC-koder
G02CB04,G02CB,G02CB04,Kinagolid,Läkemedel,ATC-koder
G02CX,G02C,G02CX,Övriga medel för gynekologiskt bruk,Läkemedel,ATC-koder
G02CX01,G02CX,G02CX01,Atosiban,Läkemedel,ATC-koder
G02CX04,G02CX,G02CX04,"Läkesilverax, jordstam",Läkemedel,ATC-koder
G03,G,G03,Könshormoner och modulatorer av könsorgan,Läkemedel,ATC-koder
